,0,1,6,2999,3025,3026,3027,3028,3029,3031,3032,3101,3123,3622,3664,3766,3767,3768,3769,3770,3771,3773,3774,3775,3778,3779,3780,3781,3782,3783,3784,3786,3787,3788,3789,3790,3791,3792,3793,3795,3798,3800,3802,3803,3810,3811,3812,3813,3815,3825,3831,3832,3835,3837,3839,3840,3842,3849,3850,3851,3852,3867,3870,3871,3882,6352,6366,6384,6385
0,0.0,7093.24,4107.71,1319.69,3852.82,4450.77,5006.05,3899.65,4671.74,4680.42,4859.25,5022.95,4255.31,6512.41,10258.06,3969.91,4338.74,4372.19,4520.51,5462.89,5072.35,5676.03,4558.52,3981.35,5358.53,5422.58,5933.37,5725.29,5555.1,5331.02,5513.82,5617.62,5317.04,5237.23,4993.73,4438.5,4104.08,3879.9,4453.25,4985.67,4496.09,5555.4,5118.47,4295.27,5375.12,5415.37,5702.56,5482.99,4499.73,5198.41,5899.59,5034.84,4904.44,6146.02,4574.58,4337.45,4481.67,4644.51,4587.38,4682.76,4768.62,5455.39,5094.1,5209.31,5907.66,5441.57,5639.64,5864.37,5699.42
1,7284.57,0.0,10219.39,7431.38,9964.51,10562.46,11117.74,10011.33,10783.43,10792.11,10970.93,11134.64,10367.0,12624.1,19835.95,10081.6,10450.42,10483.88,10632.2,11574.58,11184.04,11005.17,10204.0,10093.04,10687.67,11534.27,11262.51,11228.57,10884.24,10660.17,10842.97,11729.31,11428.73,11348.92,10322.87,9767.65,9433.22,9991.59,9782.39,10314.82,9825.23,8744.44,9204.41,9624.41,8118.45,8158.7,8445.9,8226.33,8432.0,9000.95,12011.28,9742.86,10233.58,11475.16,9903.72,10449.14,10593.36,8451.97,8543.35,8638.73,8695.69,11567.08,10423.24,10538.45,8651.0,11192.64,11751.33,11193.51,11028.56
6,4057.34,10103.36,0.0,2810.6,521.43,693.52,1248.81,266.97,914.5,352.03,577.67,1265.71,610.12,3052.34,7308.71,137.8,257.96,291.41,439.73,1032.64,642.1,1302.45,1690.64,2148.28,1513.97,1515.93,2152.58,2138.41,1774.31,2226.07,2408.87,2030.73,1730.16,1544.84,1888.78,2545.77,3129.73,3265.27,3478.91,3477.76,2542.4,3896.11,3459.17,3613.36,4737.06,4664.31,4125.23,4249.3,4681.37,3539.12,2312.71,2978.31,2569.01,2365.23,2298.74,1961.68,400.89,4265.55,4208.42,4303.79,4095.84,1868.51,2608.74,2723.95,4186.51,1011.32,1209.39,2759.41,1993.79
2999,1353.21,7508.71,2891.06,0.0,2636.18,3234.12,3789.4,2683.0,3455.09,3463.77,3642.6,3806.3,3038.66,5295.76,8018.23,2753.26,3122.09,3155.54,3303.87,4246.24,3855.7,4522.74,3405.24,2828.06,4205.25,4205.94,4780.08,4508.64,4401.81,4177.74,4360.54,4400.97,4100.39,4020.58,3840.44,3285.22,2950.79,2726.61,3299.96,3832.39,3342.8,4402.11,3965.18,3141.98,5466.26,5506.51,4631.23,5574.14,4210.0,4045.13,4682.95,3881.56,3751.15,4992.73,3421.29,3184.16,3265.02,4354.77,4297.64,4393.02,4601.84,4238.75,3940.81,4056.02,4646.67,4224.93,4422.99,4711.08,4546.13
3025,3826.42,9872.44,504.24,2579.68,0.0,598.33,1153.61,296.18,819.31,827.99,1006.81,1170.52,402.87,2957.15,7077.79,366.44,735.27,768.73,1159.77,1610.45,1219.91,2045.76,2433.94,2891.58,2257.27,1570.15,2087.12,1872.86,2125.1,2461.78,2644.58,1765.18,1464.61,1384.79,2632.08,3289.07,3873.04,4275.36,4222.21,4221.06,3285.7,4639.41,4202.48,4356.66,5480.36,5407.62,4868.53,5487.09,5116.67,4282.42,2047.16,3721.62,3312.31,2299.77,3042.04,2704.98,878.2,5261.45,5204.32,5299.69,5385.55,1602.96,3352.04,3467.25,4929.81,1589.14,1787.2,2995.12,2344.59
3026,4614.82,10660.84,754.24,3368.08,788.78,0.0,575.58,1084.96,241.28,456.65,635.47,592.49,447.72,2379.12,6482.33,1155.23,1221.23,936.96,788.43,1239.11,848.57,1467.73,1855.91,2313.55,1679.24,992.12,1509.09,1294.83,1547.07,1883.75,2066.55,1187.15,886.58,806.77,2054.05,2711.04,3295.01,3430.54,3644.18,3643.04,2707.67,4061.38,3624.45,3778.63,4902.34,4829.59,4290.5,4414.58,4846.65,3704.4,1469.13,3143.59,2734.28,1721.74,2464.01,2126.95,1364.16,4430.82,4373.69,4469.07,4261.12,1024.93,2774.02,2889.22,4351.78,1340.29,1415.86,2417.1,1766.56
3027,4987.58,11033.6,1127.0,3740.84,1161.54,761.62,0.0,1457.72,614.04,829.4,1008.23,663.8,820.48,2456.0,7348.17,1527.99,1751.46,1467.19,1318.66,1158.26,1134.05,892.14,1280.33,1737.97,1103.66,416.53,933.51,719.24,971.49,1308.17,1490.97,611.57,310.99,231.18,1478.47,2135.46,2719.42,2854.96,3068.59,3067.45,2132.09,3485.8,3048.86,3203.05,4326.75,4254.0,3714.92,3838.99,4271.06,3128.81,893.54,2568.0,2158.7,1146.15,1888.43,1551.37,1894.39,3855.24,3798.11,3893.48,3685.53,449.34,2198.43,2313.64,3776.2,764.71,1335.02,1841.51,1190.97
3028,3849.28,9895.3,222.71,2602.54,313.37,911.31,1466.6,0.0,1132.29,574.74,773.46,1483.5,371.96,3270.13,7100.65,129.17,453.74,487.2,635.52,1228.42,837.88,1498.24,1886.42,2344.06,1709.75,1883.13,2400.1,2185.84,1970.09,2421.85,2604.65,2078.16,1777.59,1697.78,2084.56,2741.55,3325.52,3461.05,3674.69,3673.55,2738.18,4091.89,3654.96,3809.14,4932.85,4860.1,4321.01,4445.09,5429.65,3734.9,2360.14,3174.1,2764.79,2612.75,2494.52,2157.46,596.67,4461.33,4404.2,4499.58,4291.62,1915.94,2804.53,2919.73,4382.29,1207.11,1405.17,2955.2,2189.58
3029,4373.54,10419.56,512.96,3126.8,547.51,147.58,702.87,843.69,0.0,215.37,394.19,719.77,206.45,2506.4,6609.61,913.95,979.95,695.68,547.15,997.83,607.3,1267.65,1655.83,2113.48,1479.16,1119.4,1636.37,1422.11,1674.35,2191.27,2374.07,1314.43,1013.86,934.05,1853.97,2510.96,3094.93,3230.47,3444.1,3442.96,2507.6,3861.3,3424.37,3578.55,4702.26,4629.51,4090.42,4214.5,4646.57,3504.32,1596.41,2943.51,2534.2,1849.02,2263.93,1926.88,1122.88,4230.75,4173.62,4268.99,4061.04,1152.21,2573.94,2689.14,4151.7,976.52,1174.59,2724.61,1893.84
3031,4479.62,10525.64,352.03,3232.89,653.59,395.93,951.21,949.77,616.91,0.0,178.82,968.12,312.53,2754.75,6857.96,489.83,769.18,484.92,336.39,787.07,396.53,1056.89,1445.07,1902.71,1268.4,1270.36,1907.01,1670.46,1528.74,1980.5,2163.3,1562.78,1262.21,1299.28,1643.21,2300.2,2884.17,3019.7,3233.34,3232.19,2296.83,3650.54,3213.61,3367.79,4491.49,4418.75,3879.66,4003.74,4435.8,3293.55,1844.76,2732.75,2323.44,2119.66,2053.17,1716.12,912.12,4019.98,3962.86,4058.23,3850.28,1400.56,2363.18,2478.38,3940.94,765.76,963.82,2513.85,1748.23
3032,4658.45,10704.47,530.85,3411.71,832.41,574.75,1130.04,1128.59,795.73,178.82,0.0,1146.94,491.35,2933.57,7036.78,725.01,590.36,306.09,157.56,608.24,217.71,878.06,1266.25,1723.89,1089.58,1091.54,1728.19,1714.02,1349.92,1801.68,1984.48,1606.34,1305.77,1120.45,1464.39,2121.38,2705.34,2840.88,3054.51,3053.37,2118.01,3471.72,3034.78,3188.97,4312.67,4239.92,3700.84,3824.91,4256.98,3114.73,1888.33,2553.92,2144.62,1940.84,1874.35,1537.29,733.29,3841.16,3784.03,3879.41,3671.45,1444.12,2184.35,2299.56,3762.12,586.93,785.0,2335.02,1569.41
3101,5263.52,11309.54,1402.94,4016.78,1437.48,1037.56,275.94,1733.67,889.98,1105.35,1284.17,0.0,1096.42,2731.94,7624.11,1803.93,2027.4,1743.13,1594.6,1434.2,1409.99,1168.09,1556.27,2013.91,1379.6,692.48,1209.45,995.18,1247.43,1584.11,1766.91,887.51,586.93,507.12,1754.41,2411.4,2995.37,3130.9,3344.54,3343.39,2408.03,3761.74,3324.8,3478.99,4602.69,4529.95,3990.86,4114.94,4547.0,3404.75,1169.49,2843.94,2434.64,1422.1,2164.37,1827.31,2170.34,4131.18,4074.05,4169.43,3961.47,725.29,2474.37,2589.58,4052.14,1040.65,1610.96,2117.45,1466.91
3123,4226.58,10272.6,436.7,2979.84,400.55,254.94,810.22,371.96,475.92,484.6,663.42,827.13,0.0,2613.76,7477.94,766.99,667.73,964.91,816.38,1267.06,876.53,1702.37,2090.55,2548.19,1913.88,1226.76,1743.73,1529.47,1781.71,2118.39,2301.19,1421.79,1121.22,1041.41,2288.69,2945.68,3529.65,3665.18,3878.82,3877.68,2942.31,4296.02,3859.09,4013.27,5136.98,5064.23,4525.14,4649.22,5493.64,3939.04,1703.77,3378.23,2968.92,1956.38,2698.65,2361.6,810.67,4665.46,4608.33,4703.71,4495.76,1259.57,3008.66,3123.86,4586.42,1245.75,1443.82,2651.74,2001.2
3622,6651.77,16531.61,3426.9,5292.82,3461.45,2732.51,3248.25,4327.49,2913.94,3129.31,3308.13,3265.15,3120.39,0.0,4904.39,4397.76,3811.85,3527.58,3379.05,3218.64,3194.43,2952.53,3340.71,7196.93,3164.04,2476.92,2494.65,2280.38,3031.87,2662.67,2549.53,1805.84,2106.35,2291.57,2931.48,3597.45,6739.68,6981.34,7088.85,4159.83,3594.08,8191.0,7754.06,6930.87,7691.39,7575.92,7503.94,7376.57,7006.15,7834.01,1526.16,3660.38,3620.69,2707.3,3350.42,3611.75,3954.78,7150.93,7093.8,7189.17,7275.04,2010.49,3660.42,3775.63,4868.57,2825.09,3395.4,3031.32,3251.36
3664,9777.45,19657.28,7375.53,8132.8,7120.65,6453.54,6969.28,7167.47,6634.97,6850.34,7029.16,6986.18,7523.14,4947.89,0.0,7237.74,7606.56,7873.46,7724.93,7564.53,7540.32,6983.51,7371.69,10322.6,6666.01,7412.6,6921.58,6372.74,6543.31,6023.42,5987.14,6741.52,7042.02,7227.24,6292.23,10199.77,9865.35,10107.02,10214.52,7002.24,10257.36,11316.67,10879.74,10056.54,10817.06,10701.59,10629.61,10502.25,10131.82,10959.68,6461.83,6502.79,6981.44,7134.23,6711.17,10635.05,7749.49,10276.6,10219.47,10314.85,10400.71,6946.16,7021.17,7136.38,7710.98,7170.98,7741.29,6392.07,6687.63
3766,3919.55,9965.56,137.8,2672.81,383.64,981.58,1536.86,129.17,1202.55,489.83,688.54,1553.76,786.12,3340.39,7170.91,0.0,368.83,402.28,550.61,1143.51,752.97,1413.33,1801.51,2259.15,1624.84,1626.8,2263.45,2249.28,1885.18,2336.94,2519.74,2141.6,1841.03,1655.72,1999.65,2656.64,3240.61,3376.14,3589.78,3588.63,2653.27,4006.98,3570.04,3724.23,4847.93,4775.19,4236.1,4360.17,4792.24,3649.99,2423.58,3089.18,2679.88,2476.1,2409.61,2072.55,511.76,4376.42,4319.29,4414.67,4206.71,1979.38,2719.61,2834.82,4297.38,1122.19,1320.26,2870.28,2104.66
3767,4285.2,10331.22,254.78,3038.46,749.29,1163.13,1718.42,494.83,1384.11,771.81,592.98,1735.32,1079.73,3521.95,7536.56,365.65,0.0,306.73,455.05,1047.95,657.41,1317.77,1705.95,2163.59,1529.28,1531.24,2167.89,2153.72,1789.62,2241.38,2424.18,2046.05,1745.47,1560.16,1904.09,2561.08,3145.05,3280.58,3494.22,3493.07,2557.71,3911.42,3474.49,3628.67,4752.37,4679.63,4140.54,4264.62,4696.68,3554.43,2328.02,2993.62,2584.32,2380.54,2314.05,1976.99,201.21,4280.86,4223.73,4319.11,4111.15,1883.82,2624.05,2739.26,4201.82,1026.64,1224.7,2774.72,2009.11
3768,4338.67,10384.69,308.25,3091.93,1114.28,856.62,1411.9,548.29,1077.59,465.29,286.47,1428.8,773.22,3215.43,7318.64,419.12,284.48,0.0,148.53,741.43,350.89,1011.25,1399.43,1857.07,1222.76,1224.73,1861.38,1847.2,1483.1,1934.86,2117.66,1739.53,1438.95,1253.64,1597.57,2254.56,2838.53,2974.06,3187.7,3186.56,2251.19,3604.9,3167.97,3322.15,4445.86,4373.11,3834.02,3958.1,4390.17,3247.91,2021.51,2687.11,2277.8,2074.02,2007.53,1670.47,427.41,3974.34,3917.21,4012.59,3804.63,1577.31,2317.54,2432.74,3895.3,720.12,918.18,2468.21,1702.59
3769,4791.78,10837.8,456.57,3545.04,965.75,708.09,1263.37,696.62,929.06,316.76,137.94,1280.27,624.69,3066.9,7170.11,567.44,432.8,148.53,0.0,592.9,202.36,862.72,1250.9,1708.55,1074.23,1076.2,1712.85,1698.68,1334.57,1786.34,1969.14,1591.0,1290.43,1105.11,1449.04,2106.03,2690.0,2825.53,3039.17,3038.03,2102.67,3456.37,3019.44,3173.62,4297.33,4224.58,3685.49,3809.57,4241.64,3099.39,1872.98,2538.58,2129.28,1925.5,1859.01,1521.95,575.73,3825.82,3768.69,3864.06,3656.11,1428.78,2169.01,2284.22,3746.78,571.59,769.66,2319.68,1554.06
3770,5297.71,11343.73,1031.85,4050.97,1471.67,1214.02,1760.26,1271.89,1727.41,822.69,643.87,1777.17,1130.61,3257.4,7497.7,1142.72,1008.07,723.8,575.27,0.0,390.66,684.69,821.02,987.14,896.2,898.16,1534.81,1520.64,1156.54,1608.3,1791.1,1412.97,1112.39,927.08,1271.01,1928.0,2511.97,1299.87,2861.14,2859.99,1924.63,3278.34,2841.41,2995.59,4119.29,4046.55,3507.46,3631.54,4063.6,2921.35,1694.95,2360.55,1951.24,1747.46,1680.97,1092.06,1151.0,3647.79,3590.66,3686.03,3478.08,1250.75,1990.98,2106.18,3568.74,393.56,176.75,2141.65,1376.03
3771,4907.17,10953.19,641.31,3660.43,1081.14,823.48,1736.05,881.35,1703.2,432.15,253.33,1752.96,740.08,3233.19,7473.49,752.18,617.53,333.26,184.74,390.66,0.0,660.48,1048.66,1506.3,871.99,873.95,1510.6,1496.43,1132.33,1584.09,1766.89,1388.76,1088.18,902.87,1246.8,1903.79,2487.76,2623.29,2836.93,2835.78,1900.42,3254.13,2817.19,2971.38,4095.08,4022.34,3483.25,3607.33,4039.39,2897.14,1670.74,2336.34,1927.03,1723.25,1656.76,1319.7,760.46,3623.57,3566.44,3661.82,3453.87,1226.54,1966.77,2081.97,3544.53,369.34,567.41,2117.44,1351.82
3773,5816.89,10730.41,1283.72,4570.15,1990.86,1590.93,1476.21,1523.77,1443.35,1074.57,895.74,1493.11,1649.8,2973.34,6935.05,1394.59,1259.95,975.68,827.15,666.75,642.54,0.0,388.18,845.83,333.55,614.11,1250.76,1236.59,872.49,1045.65,1228.45,1128.91,828.34,643.02,708.36,1365.35,1949.31,1158.56,2298.49,2297.34,1361.98,2715.69,2278.75,2432.94,3556.64,3483.89,2944.81,3068.88,3500.95,2358.7,1410.89,1797.89,769.66,1463.41,1118.32,659.23,1402.88,3085.13,3028.0,3123.37,2915.42,966.69,1428.32,1543.53,3006.09,273.19,843.51,1578.99,1091.97
3774,4714.24,9911.61,1671.91,3546.3,2379.04,1979.12,1864.39,1911.95,1831.53,1462.75,1283.93,1881.29,2037.98,3361.52,7323.23,1782.78,1648.13,1363.86,1215.33,1054.93,1030.72,388.18,0.0,577.17,721.73,1002.29,1638.94,1624.77,1260.67,1433.83,1616.63,1517.09,1216.52,1031.2,1096.54,705.34,1130.52,889.9,1479.69,2012.11,849.27,2874.27,2437.34,1614.14,3944.82,3417.55,3103.39,3052.58,2682.15,2517.28,1799.07,2186.07,381.47,1851.59,828.93,271.04,1791.07,2826.93,2769.8,2865.18,3074.0,1354.87,1332.86,1448.07,3394.27,661.38,779.3,1967.17,1480.15
