,0,1,3191,3192,3193,3194,3195,3209,3212,3213,3216,3582,3664,3681,3682,3685,3702,3722,3732,3733,3734,3799,3822,3823,3826,3844,3863,3864,3865,3884,3908,3909,3915,3922,3923,3924,3926,3929,4127,6423,6531,6565,6568,6594
0,0.0,7093.24,8794.28,10159.45,10629.25,10737.2,11174.15,11373.68,10410.18,10282.26,11083.73,9976.78,10258.06,8193.84,7896.2,7848.05,10175.86,13219.43,7107.14,7138.58,7120.18,6082.14,5429.8,5355.85,7893.27,5053.37,5191.1,4787.59,4905.88,6474.65,7873.26,7386.61,7585.88,7512.23,7296.09,8430.03,7932.35,7421.05,7742.26,8025.68,7997.1,12667.75,10568.25,12355.38
1,7284.57,0.0,11341.09,12006.35,9763.95,9871.91,9825.78,9626.24,9544.89,9416.97,10218.44,13474.24,19835.95,13522.99,13225.35,13177.19,19753.75,22797.32,12436.28,12467.72,12449.32,8825.48,10137.82,10063.87,10440.08,10382.51,10520.24,10116.73,10235.03,9217.98,10420.07,8274.96,8474.23,10059.03,9842.9,10976.84,10479.16,8309.4,8298.19,10572.49,13326.24,22245.65,20146.14,21933.27
3191,11524.39,10905.27,0.0,1383.93,1853.73,1961.69,2398.64,2598.17,1634.67,1506.75,2308.22,10784.82,13799.97,10833.57,10535.93,10487.77,11416.65,15051.64,9746.86,9778.3,9759.9,6489.74,7702.04,7628.09,5227.47,8141.48,7568.93,7810.65,7993.99,6822.25,5207.46,3918.89,3544.99,4846.43,4630.29,5764.24,5266.55,4087.82,3644.86,5359.88,10636.82,14499.96,15322.94,14187.58
3192,10136.99,9517.87,4741.08,0.0,466.33,574.29,1011.24,1210.77,247.27,119.35,920.82,9397.42,12412.57,9446.17,9148.53,9100.37,10029.25,13664.24,8359.46,8390.9,8372.5,5102.34,6314.64,6240.69,3840.07,6754.08,6181.53,6423.25,6606.59,5434.85,3820.06,2531.49,2157.59,3459.03,3242.89,4376.84,3879.15,2700.42,2257.46,3972.48,9249.42,13112.56,13935.54,12800.18
3193,11906.41,9872.26,6510.51,4601.51,0.0,107.95,564.49,764.02,2140.05,2012.13,474.07,11166.84,14182.0,11215.59,10917.95,10869.79,11798.68,15433.66,10128.89,10160.33,10141.93,6871.77,8084.06,8010.11,5609.5,8523.5,7950.96,8192.67,8376.02,7204.28,5589.49,4300.92,3927.02,5228.46,5012.32,6146.26,5648.58,4469.85,4026.89,5741.91,11018.85,14881.99,15704.97,14569.61
3194,11798.46,9764.31,6402.56,4493.56,2251.16,0.0,456.54,656.07,2032.1,1904.18,366.11,11058.89,14074.05,11107.64,10810.0,10761.84,11690.73,15325.71,10020.93,10052.38,10033.98,6763.82,7976.11,7902.16,5501.55,8415.55,7843.01,8084.72,8268.07,7096.33,5481.54,4192.96,3819.06,5120.5,4904.37,6038.31,5540.63,4361.9,3918.94,5633.96,10910.9,14774.04,15597.01,14461.66
3195,11396.43,9362.29,6000.53,4091.54,1849.14,1957.09,0.0,199.53,1630.07,1502.16,2303.62,10656.86,13672.02,10705.62,10407.97,10359.82,11288.7,14923.69,9618.91,9650.35,9631.95,6361.79,7574.08,7500.13,5099.52,8013.52,7440.98,7682.7,7866.04,6694.3,5079.51,3790.94,3417.04,4718.48,4502.34,5636.29,5138.6,3959.87,3516.91,5231.93,10508.87,14372.01,15194.99,14059.63
3209,11595.96,9561.82,6200.06,4291.07,2048.67,2156.62,199.53,0.0,1829.6,1701.69,2503.16,10856.39,13871.55,10905.15,10607.5,10559.35,11488.23,15123.22,9818.44,9849.88,9831.48,6561.32,7773.62,7699.66,5299.05,8213.06,7640.51,7882.23,8065.57,6893.83,5279.04,3990.47,3616.57,4918.01,4701.87,5835.82,5338.13,4159.4,3716.44,5431.46,10708.4,14571.54,15394.52,14259.16
3212,12119.9,10085.75,6724.0,4815.0,233.07,341.02,777.98,977.51,0.0,2225.62,687.55,11380.33,14395.49,11429.08,11131.44,11083.28,12012.17,15647.15,10342.37,10373.82,10355.42,7085.26,8297.55,8223.6,5822.99,8736.99,8164.45,8406.16,8589.51,7417.77,5802.98,4514.4,4140.5,5441.94,5225.81,6359.75,5862.07,4683.34,4240.38,5955.4,11232.34,15095.47,15918.46,14783.1
