,0,1,3071,3072,3581,3585,3587,3588,3589,3590,3591,3592,3594,3595,3596,3597,3598,3599,3600,3601,3602,3603,3605,3606,3607,3608,3609,3610,3611,3612,3613,3614,3616,3617,3618,3619,3620,3655,3656,3657,3658,3659,3666,3667,3668,3676,3705,3706,3707,3712,3713,3714,3718,3719,3723,3725,3726,3739,3741,3742,3745,3747,3749,3750,6365,6451,6520,6529,6530,6567
0,0.0,7093.24,5952.28,6131.96,9498.67,9154.68,9183.19,7798.33,7934.97,7430.64,9291.75,9055.27,8975.94,9898.33,9815.58,10043.05,10221.17,9954.34,9656.04,9356.09,9167.42,9067.11,9327.53,9267.92,8530.33,9344.0,9431.25,9510.03,9722.38,9268.17,9527.08,9914.6,8516.87,8470.27,8199.56,6745.73,6847.54,10152.66,10215.84,10219.56,10033.6,9267.36,6127.08,6218.26,6331.72,9032.18,9182.59,9884.35,9118.65,6260.29,9178.68,9993.9,9590.5,7853.79,8043.71,9894.08,8649.34,8632.47,9548.0,8439.04,9947.35,9189.11,8633.46,10301.03,9030.62,9845.06,9353.77,9900.44,9843.99,9133.6
1,7284.57,0.0,12063.97,12243.65,13231.64,18732.57,18761.08,13910.02,14046.66,12759.79,13085.5,18633.16,18553.84,19476.22,19393.47,19620.94,19799.06,19532.23,19233.94,18933.98,18745.31,18645.0,18905.42,18845.81,18108.22,18921.89,19009.14,19087.92,19300.27,18846.06,19104.97,19492.49,18094.76,18048.16,17777.45,12857.42,12959.23,19730.54,19793.73,19797.45,19611.49,18845.25,12238.77,12329.94,12443.41,18610.07,18760.48,19462.24,18696.54,12371.98,18756.57,19571.79,13409.26,17431.68,17621.6,19471.97,18227.23,18210.36,19125.89,18016.93,19525.24,18767.0,18211.35,19878.92,18608.51,19422.95,18931.66,19478.33,19421.88,18711.49
3071,6091.65,15971.48,0.0,179.68,3246.4,3212.92,3096.94,2907.73,3044.37,2774.55,3349.98,3113.51,3034.18,3956.56,3873.81,4129.26,4215.99,4081.71,3714.28,3655.56,3562.45,3153.32,3413.74,2787.75,2588.56,3402.23,3489.48,3568.26,3780.61,3326.4,3585.31,3972.83,2575.1,2528.5,2257.79,1855.13,1956.94,4238.86,4302.05,4305.76,4119.81,3353.57,1236.48,1327.65,1441.12,3090.41,3240.82,3942.59,3176.88,1369.68,3236.92,4080.11,3648.73,1912.02,2101.94,3980.29,2707.57,2690.7,3634.21,2497.27,4005.59,3247.34,2691.69,4387.23,3088.85,3931.27,3439.97,3958.67,3902.22,3191.83
3072,6271.33,16151.16,179.68,0.0,3426.08,3392.59,3276.62,3087.4,3224.04,2954.23,3529.66,3293.18,3213.86,4136.24,4053.49,4308.93,4395.67,4261.39,3893.96,3835.24,3742.13,3333.0,3593.42,2967.43,2768.24,3581.91,3669.16,3747.94,3960.29,3506.08,3764.99,4152.51,2754.78,2708.18,2437.47,2034.81,2136.62,4418.54,4481.73,4485.44,4299.48,3533.25,1416.16,1507.33,1620.8,3270.09,3420.5,4122.27,3356.56,1549.36,3416.6,4259.79,3828.41,2091.7,2281.62,4159.97,2887.25,2870.38,3813.89,2676.95,4185.26,3427.02,2871.37,4566.91,3268.53,4110.95,3619.65,4138.35,4081.9,3371.51
3581,8741.75,13250.55,3352.07,3531.75,0.0,818.14,751.51,701.84,804.22,709.83,593.83,718.73,816.72,1759.02,1699.17,1987.35,2041.35,1864.26,1496.82,1438.1,1345.0,1495.34,1880.51,2061.33,1436.93,1184.77,1272.02,1350.8,1563.16,1108.94,1367.86,1755.38,1324.25,1178.01,1582.74,1900.32,1760.78,1982.3,2499.76,2955.82,2317.51,1961.97,2458.82,2442.7,2556.17,600.5,1023.36,1725.13,475.09,2340.88,747.01,2277.81,262.95,1699.84,1487.83,2795.37,1644.47,1340.21,2100.98,1883.16,1830.95,345.55,1414.61,2130.67,598.94,2128.97,2012.99,1523.74,1580.19,974.38
3585,8605.49,18485.33,3215.81,3395.49,930.74,0.0,615.25,565.59,667.97,1239.46,723.82,278.14,654.78,1577.16,1494.41,1924.99,1836.59,1702.31,1334.88,1276.16,1183.05,1333.39,1718.56,1899.38,1274.99,1022.83,1110.08,1188.86,1401.21,947.0,1205.91,1593.43,1162.31,1041.75,1446.49,1764.07,1624.53,2534.85,2337.82,2341.53,2155.57,1800.03,2322.57,2306.45,2419.91,464.25,861.42,1563.19,277.22,2204.63,610.75,2115.87,661.7,1563.58,1351.57,3347.92,1482.53,1203.96,1939.04,1746.9,1626.18,432.79,1252.67,2683.22,462.69,1967.03,1851.05,1579.27,1522.82,812.43
3587,8528.64,18408.47,2693.87,2873.55,949.01,605.03,0.0,233.74,476.48,853.81,742.1,505.62,1047.15,1969.53,1886.78,2317.36,2228.96,2094.69,1727.25,1668.53,1575.43,1725.77,2110.94,1960.53,1667.36,1415.2,1502.45,1581.23,1793.59,1339.37,1598.29,1985.81,1554.68,964.9,1369.64,1378.43,1238.88,2762.34,2730.19,2733.9,2547.94,2192.4,2009.57,1920.8,2034.27,151.63,1253.79,1955.56,1019.39,2127.77,133.98,2508.24,690.22,1486.73,1274.72,3575.41,1880.35,1127.1,2331.41,1670.05,2018.56,889.85,1645.04,2910.71,480.97,2359.4,2243.42,1971.65,1915.19,1204.81
3588,8478.98,13379.22,2482.97,2662.65,812.44,555.37,233.74,0.0,265.58,642.91,605.52,455.96,997.49,2467.29,1837.12,2695.62,2179.3,2045.02,1677.59,1618.87,1525.76,1676.1,2061.27,1910.87,1617.7,1365.54,1452.79,1531.57,1743.92,1289.71,1548.62,1936.14,1505.02,915.24,1319.97,1167.52,1027.98,2690.57,2680.53,2684.24,2498.28,2142.74,1798.67,1709.9,1823.36,245.6,1204.13,1905.9,969.73,2078.11,363.39,2458.58,553.64,1437.06,1225.06,3503.64,1830.69,1077.44,2281.75,1620.39,1968.89,840.18,1595.38,2838.94,344.39,2309.74,2193.76,2232.01,2288.46,1155.14
3589,8607.87,13512.89,2616.64,2796.32,527.6,684.26,468.24,279.03,0.0,776.58,320.68,584.85,1126.38,2286.61,1966.01,2514.95,2308.19,2173.91,1806.48,1747.76,1654.65,1804.99,2190.16,2039.76,1746.59,1494.43,1581.68,1660.46,1872.81,1418.6,1677.51,2065.03,1633.91,1044.13,1448.86,1301.19,1161.65,2509.9,2809.42,2813.13,2627.17,2271.63,1932.34,1843.56,1957.03,466.62,1333.02,2034.79,1098.62,2207.0,613.12,2587.47,535.66,1565.95,1353.95,3322.97,1959.58,1206.33,2410.64,1749.28,2097.78,969.07,1724.27,2658.27,326.41,2438.63,2322.65,2051.34,2107.79,1284.03
3590,8004.24,12748.77,2908.08,3087.76,617.48,1213.52,847.79,658.58,795.22,0.0,471.34,1114.11,1444.42,1836.83,1776.99,2065.17,2119.17,2320.63,2124.52,2065.81,1972.7,2123.04,2508.21,2580.53,2064.63,1812.48,1899.73,1978.51,2190.86,1736.65,1921.24,2211.75,1951.95,1584.9,1989.63,1584.81,1445.27,2060.12,2954.16,3033.63,2771.91,2589.68,2215.96,2127.18,2240.65,904.18,1651.07,2181.5,1102.79,2569.11,977.44,2732.21,795.1,2106.73,1894.72,2873.19,2500.35,1747.1,2583.44,2290.05,1908.76,973.25,2042.31,2208.49,714.9,2583.37,2640.69,1601.56,1658.01,1602.08
3591,8680.81,18560.64,3291.13,3470.81,260.99,757.2,690.57,580.06,284.21,476.68,0.0,657.79,1077.7,2020.0,1960.16,2248.34,2302.34,2125.24,1757.81,1699.09,1605.98,1756.32,2141.49,2112.7,1697.91,1445.76,1533.01,1611.79,1824.14,1369.93,1628.84,2016.36,1585.24,1117.07,1521.81,1602.21,1462.67,2243.29,2760.74,3216.8,2578.5,2222.96,2397.88,2144.59,2258.06,539.56,1284.35,1986.11,736.08,2279.94,686.07,2538.8,338.78,1638.9,1426.89,3056.36,2032.52,1279.27,2361.97,1822.22,2091.93,606.53,1675.6,2391.66,258.58,2389.96,2273.98,1784.73,1841.18,1235.36
3592,8939.57,18819.4,3549.89,3729.57,1014.38,788.58,872.12,822.45,924.83,984.24,980.68,0.0,855.4,1777.78,1695.03,2261.77,2037.21,1902.94,1535.5,1476.78,1383.67,1534.02,1919.19,2100.0,1475.61,1223.45,1310.7,1389.48,1601.83,1147.62,1406.54,1794.05,1362.93,1375.83,1780.57,2035.33,1895.79,2256.72,2538.44,2542.15,2356.19,2000.65,2656.64,2831.03,2944.5,721.11,1062.04,1763.81,513.77,2538.7,867.61,2316.49,383.56,1897.66,1685.65,3069.79,1683.15,1538.03,2139.66,1746.47,1826.81,384.23,1453.29,2405.09,719.55,2167.65,2051.67,1798.16,1854.61,1013.06
3594,8932.61,18812.44,3542.93,3722.61,1942.02,1083.31,1799.75,1750.09,1852.47,1903.14,1908.32,1221.77,0.0,945.13,862.38,1292.96,1204.56,973.27,1016.05,1349.64,1376.71,1527.05,1596.22,2093.04,1468.64,1164.6,1094.47,1014.99,1082.39,314.97,573.88,864.39,1355.97,1368.87,1773.6,2028.37,1888.83,1402.56,1608.78,1612.49,1426.53,2071.88,2649.68,2824.07,2937.54,1648.75,1055.08,834.15,839.35,2531.74,1795.25,1386.83,1311.2,1890.7,1678.69,2215.63,1676.19,1531.07,1238.06,1739.5,994.15,909.81,1446.33,1550.93,1647.19,1237.99,2122.89,947.24,890.79,1006.09
3595,9102.22,18982.06,3712.54,3892.22,1780.55,1252.92,1969.37,1919.71,2022.08,1578.24,1634.41,1391.39,1018.05,0.0,382.61,813.18,724.78,750.08,792.86,1126.45,1334.14,1484.48,1529.11,2050.47,1426.07,941.41,871.27,791.8,859.19,648.66,350.69,641.2,1702.8,1538.48,1943.22,2197.99,2058.45,922.79,1541.67,1545.38,1359.42,2004.77,2819.3,2993.69,3107.16,1818.36,1224.7,610.95,1008.97,2701.36,1964.87,1319.72,1480.82,2060.31,1848.3,1735.86,2023.02,1700.69,1170.95,1842.8,514.38,1079.42,1403.75,1071.16,1816.8,1170.88,2055.78,467.47,411.02,1175.71
3596,9376.93,19256.76,3987.25,4166.93,2055.26,1527.63,2244.08,2194.42,2296.79,1852.94,1909.12,1666.09,1497.69,274.76,0.0,430.63,342.23,809.72,818.62,1152.22,1487.35,1387.04,1146.56,1953.03,1451.84,967.17,897.04,817.57,884.96,829.05,509.35,273.59,1728.57,1813.19,2217.93,2472.69,2333.15,540.24,1159.12,1162.83,976.87,1622.22,3094.0,3268.4,3381.86,2093.07,1704.33,257.24,1283.68,2976.06,2239.58,937.17,1755.52,2335.02,2123.01,1353.31,2048.79,1975.39,788.4,1868.57,131.83,1354.13,1429.52,688.61,2091.51,788.33,1673.23,276.87,220.42,1655.34
3597,9515.26,19395.1,4125.59,4305.27,2403.39,1875.76,2592.21,2542.55,2644.92,2201.07,2257.25,2014.22,1743.47,622.89,639.45,0.0,310.13,539.59,767.42,1157.84,1217.22,1116.91,876.43,1682.9,1429.96,1212.95,1142.82,1063.35,1130.74,1144.1,824.39,641.75,1906.98,2161.32,2200.28,2820.82,2681.28,109.61,888.99,1083.12,706.74,1352.09,3232.34,3406.73,3520.2,2441.2,1950.11,638.97,1631.81,3114.4,2587.71,667.04,2103.65,2317.38,1908.87,922.68,2227.2,2323.52,518.27,1846.7,499.99,1702.26,1407.64,257.98,2439.64,518.2,1403.1,625.0,568.55,1901.12
3598,9682.82,19562.65,4293.14,4472.82,2351.87,1824.24,2540.69,2491.02,2593.4,2149.55,2205.73,1962.7,1794.3,571.37,587.93,328.06,0.0,707.15,934.97,1325.39,1384.78,1284.47,1043.99,1850.45,1597.52,1263.78,1193.65,1114.18,1181.57,1125.66,805.96,590.23,2074.54,2109.8,2514.54,2769.3,2629.76,437.66,1056.54,1060.25,874.29,1519.64,3399.89,3574.28,3687.75,2389.68,2000.94,806.53,1580.29,3281.95,2536.19,834.6,2052.13,2631.63,2076.42,1250.73,2394.76,2272.0,685.82,2014.25,448.47,1650.74,1575.2,586.03,2388.12,685.76,1570.66,573.48,517.03,1951.95
3599,9390.72,19270.55,4001.04,4180.72,2425.94,1567.23,2283.68,2234.01,2336.39,2276.42,2392.24,1705.69,1332.81,698.23,615.48,591.64,402.9,0.0,227.82,1033.29,1092.68,992.37,751.89,1558.35,1305.42,802.3,732.17,652.7,522.46,733.44,413.73,403.2,1563.7,1852.79,2257.53,2512.29,2372.75,701.25,764.44,768.15,582.19,1227.54,3107.79,3282.18,3395.65,2132.67,1539.46,228.32,1323.27,2989.85,2279.17,542.5,1795.12,2374.62,1784.32,928.18,1883.92,2014.99,393.72,1722.15,747.26,1393.73,1283.1,849.62,2131.11,393.66,1278.56,700.35,643.89,1490.47
