,0,1,3071,3072,3565,3567,3568,3569,3571,3573,3574,3575,3576,3577,3578,3579,3580,3582,3583,3584,3626,3628,3630,3667,3668,3669,3670,3679,3683,3686,3690,3692,3694,3696,3698,3700,3703,3711,3716,3724,3728,3735,3737,3794,3877,6397,6406,6449,6531,6573
0,0.0,7093.24,5952.28,6131.96,6570.18,6901.95,7625.78,7496.32,7492.65,7357.95,7613.71,8051.52,10609.1,9340.69,9447.27,10248.47,10112.27,9976.78,10066.13,10138.32,7022.57,7464.19,7169.57,6218.26,6331.72,7680.88,7307.85,7325.09,7655.69,7391.32,7317.07,7077.31,7189.76,7279.73,7255.22,7561.31,8014.28,6192.1,5791.71,7153.82,9821.9,7229.06,9468.14,4813.1,7848.31,8187.96,7202.79,7455.02,7997.1,7793.84
1,7284.57,0.0,12063.97,12243.65,12206.83,12315.83,12954.92,12825.47,12821.79,12687.09,12942.85,13380.66,20186.99,14669.83,14776.42,19826.36,19690.16,13474.24,13603.02,19716.21,13134.26,13575.88,13281.26,12329.94,12443.41,13010.02,12636.99,12654.24,12984.84,12720.46,12646.21,12406.45,12518.91,12608.87,12584.36,12890.45,13343.42,12940.54,11903.4,12482.96,19399.79,12558.21,19046.04,10142.25,13177.45,13517.1,12531.93,13566.71,13326.24,13122.98
3071,6091.65,15971.48,0.0,179.68,1564.9,1896.67,2977.49,2848.04,2844.36,2709.67,2965.43,3395.42,4667.33,4692.4,4798.99,4306.7,4170.5,4035.01,4124.36,4196.55,1089.37,1530.98,1236.37,1327.65,1441.12,3032.6,2651.76,2676.81,3007.41,2743.03,2668.79,2429.03,2541.48,2631.44,2606.94,2913.02,3366.0,1705.25,1712.8,2497.73,3880.13,2580.78,3526.38,6888.58,3200.02,3539.67,2554.5,1521.82,3341.01,3137.74
3072,6271.33,16151.16,179.68,0.0,1744.58,2076.35,3157.17,3027.72,3024.04,2889.35,3145.1,3575.1,4847.01,4872.08,4978.67,4486.38,4350.18,4214.69,4304.04,4376.23,1269.05,1710.66,1416.05,1507.33,1620.8,3212.28,2831.43,2856.49,3187.09,2922.71,2848.47,2608.71,2721.16,2811.12,2786.61,3092.7,3545.68,1395.81,1892.48,2677.41,4059.81,2760.46,3706.06,7068.26,3379.7,3719.35,2734.18,1701.5,3520.69,3317.42
3565,7161.37,12675.45,2130.97,2310.65,0.0,388.51,1520.2,1390.75,1387.07,1252.38,1508.13,1938.13,2773.2,3235.11,3341.7,2519.22,2276.37,2031.71,2160.49,2603.04,1062.15,727.84,1037.93,3439.54,3553.01,1575.31,1194.46,1219.52,1550.12,1285.74,1211.5,971.74,1084.19,1174.15,1149.64,1455.73,1908.71,1506.81,1174.01,1040.44,2286.61,1123.49,2957.21,3096.95,1742.73,2082.38,1097.21,565.3,1883.72,1680.45
3567,6461.16,12286.94,1972.26,2151.94,490.86,0.0,1131.69,1002.24,998.56,863.87,1119.62,1549.62,2384.69,2846.6,2953.19,2130.71,1887.86,1643.2,1771.98,2214.53,827.27,492.97,803.06,3280.83,3394.3,1186.8,805.95,831.01,1161.61,897.23,822.99,583.23,695.68,785.64,761.13,1067.22,1520.2,1084.85,785.5,651.93,1898.1,734.98,2568.7,2708.44,1354.22,1693.87,708.7,330.43,1495.21,1291.94
3568,7661.0,12618.52,2778.36,2958.04,1296.96,930.64,0.0,1432.67,1429.0,1294.3,1550.06,1987.86,2822.93,3277.03,3383.62,2561.15,2326.1,2081.44,2210.22,2652.77,1822.13,1423.61,1733.7,3481.72,3595.19,1617.23,1244.2,1261.44,1592.04,1327.67,560.19,1013.66,1126.11,1216.07,370.56,1497.65,1950.63,1890.95,1591.61,1090.17,2336.34,1165.41,3006.94,3040.02,1685.8,2124.3,465.91,1261.07,1933.45,1730.18
3569,7659.89,12617.41,2777.25,2956.93,1295.85,929.53,823.76,0.0,138.49,426.41,682.17,733.79,1968.69,1986.53,2093.11,1270.64,1312.87,1580.16,1669.51,2112.06,1821.02,1422.5,1732.59,3078.04,3191.51,675.96,1243.08,48.73,650.77,350.12,515.06,314.4,361.08,94.1,453.21,556.38,660.12,1889.84,1590.49,1089.05,1795.63,187.86,2466.23,3038.91,1684.69,833.8,485.42,1259.95,1260.23,1056.97
3571,7778.74,12736.25,2896.1,3075.78,1414.69,1048.38,942.61,183.13,0.0,545.25,801.01,852.63,1830.19,1848.04,1954.62,1132.15,1174.38,1441.67,1531.02,1973.56,1939.87,1541.35,1851.43,3196.88,3310.35,794.8,1361.93,167.58,769.62,468.97,633.9,433.24,479.93,212.94,572.05,675.23,521.63,2008.68,1709.34,1207.9,1657.14,306.71,2327.74,3157.75,1803.53,695.3,604.26,1378.8,1832.08,1175.81
