id,lat,lon
0,38.737235,-9.387461
1,38.74494,-9.327972
3891,38.703800201,-9.368120193
3895,38.700099945,-9.361860275
3896,38.702899933,-9.362179756
3897,38.702800751,-9.360280037
3898,38.702201843,-9.358610153
3899,38.697898865,-9.358869553
3900,38.697101593,-9.357210159
3901,38.69260025,-9.356240273
3928,38.695098877,-9.353919983
3935,38.70349884,-9.362449646
3936,38.704498291,-9.362569809
3952,38.694499969,-9.357469559
3955,38.70539856,-9.367380142
3964,38.700801849,-9.367469788
3992,38.699100494,-9.357000351
4227,38.700099945,-9.359589577
4229,38.693000793,-9.353340149
4316,38.71680069,-9.348500252
4317,38.715099335,-9.348899841
4318,38.716499329,-9.34951973
4320,38.71269989,-9.348360062
4322,38.713699341,-9.354370117
4325,38.713600159,-9.36357975
4326,38.712398529,-9.362139702
4327,38.711200714,-9.362099648
4328,38.712398529,-9.363659859
4329,38.711101532,-9.364769936
4330,38.706199646,-9.362050056
4331,38.705501556,-9.365920067
4334,38.70690155,-9.350839615
4339,38.705001831,-9.355389595
4345,38.702201843,-9.354129791
4346,38.703800201,-9.354539871
4348,38.70349884,-9.350009918
4351,38.705600739,-9.353280067
4356,38.700199127,-9.344180107
4359,38.69549942,-9.346150398
4360,38.695301056,-9.347430229
4361,38.694198608,-9.34679985
4364,38.696201324,-9.342749596
4366,38.702999115,-9.345870018
4367,38.704498291,-9.345129967
4375,38.707698822,-9.347789764
4379,38.701400757,-9.35544014
4380,38.697101593,-9.354390144
4381,38.701301575,-9.357250214
4399,38.711799622,-9.355859756
4401,38.700298309,-9.346159935
4404,38.706501007,-9.346389771
4405,38.711299896,-9.36468029
4407,38.705799103,-9.355039597
4427,38.708583832,-9.355986595
4428,38.707401276,-9.356209755
4429,38.707500458,-9.35503006
4438,38.697101593,-9.349470139
4439,38.697399139,-9.350219727
4440,38.697898865,-9.351380348
4441,38.697101593,-9.352089882
4442,38.695800781,-9.353309631
4443,38.694400787,-9.35076046
4444,38.693500519,-9.349989891
4445,38.693698883,-9.348620415
4446,38.695201874,-9.348230362
4448,38.695800781,-9.349309921
6354,38.708900452,-9.35089016
6400,38.695800781,-9.346699715
6459,38.70759964,-9.352000237
6460,38.708000183,-9.351630211
6461,38.708900452,-9.351880074
6462,38.709598541,-9.351810455
6463,38.707401276,-9.350410461
6466,38.694801331,-9.349450111
6560,38.705329895,-9.354505539
