id,lat,lon
0,38.737235,-9.387461
1,38.74494,-9.327972
319,38.708366394,-9.425400734
976,38.71346283,-9.413927078
1127,38.713600159,-9.424309731
2989,38.741199493,-9.405469894
2990,38.735401154,-9.410539627
2991,38.731300354,-9.424960136
2992,38.732200623,-9.41215992
2993,38.733600616,-9.411769867
2994,38.728298187,-9.409279823
2995,38.732299805,-9.408450127
2996,38.731601715,-9.408359528
2997,38.733100891,-9.409700394
3024,38.723400116,-9.411149979
3033,38.718799591,-9.413990021
3034,38.715698242,-9.414509773
3035,38.71490097,-9.41160965
3036,38.715499878,-9.412859917
3037,38.712600708,-9.416119576
3038,38.712501526,-9.414349556
3039,38.71149826,-9.415579796
3040,38.709899902,-9.414409637
3041,38.711700439,-9.412280083
3042,38.71149826,-9.414079666
3043,38.713001251,-9.413499832
3044,38.715801239,-9.416080475
3045,38.719600677,-9.417980194
3046,38.717098236,-9.42220974
3047,38.716400146,-9.42261982
3048,38.714298248,-9.42220974
3049,38.715099335,-9.420160294
3050,38.712001801,-9.421339989
3051,38.711601257,-9.42070961
3052,38.712501526,-9.418999672
3053,38.713100433,-9.420330048
3054,38.711101532,-9.421919823
3055,38.713298798,-9.4249897
3056,38.715198517,-9.424280167
3080,38.717899323,-9.421589851
3086,38.73210144,-9.413809776
3092,38.717399596999996,-9.416350365
3095,38.723899841,-9.416669846
3098,38.710601807,-9.413740158
3103,38.734600067,-9.409230232
3104,38.715000153,-9.416190147
3105,38.71390152,-9.415860176
3106,38.715499878,-9.416740417
3108,38.729400635,-9.407380104
3109,38.729301453,-9.408690453
3110,38.72990036,-9.409359932
3111,38.73059845,-9.409239769
3117,38.742698669,-9.401599884
3122,38.73210144,-9.420410156
3124,38.710201263,-9.422100067
3125,38.722900391,-9.413109779
3621,38.712898254,-9.42593956
3622,38.710601807,-9.425550461
3623,38.710098267,-9.424869537
3624,38.70880127,-9.425100327
3625,38.708000183,-9.422940254
3627,38.708698273,-9.422829628
3631,38.709201813,-9.420920372
3633,38.71269989,-9.424730301
3634,38.718101501,-9.424280167
3671,38.710998535,-9.422439575
3673,38.709201813,-9.423740387
3708,38.706699371,-9.425279617
3746,38.71149826,-9.423680305
3824,38.710700989,-9.411680222
6516,38.710899353,-9.414979935
6519,38.712799072,-9.414719582
6541,38.738052368,-9.402612686
6542,38.711235046,-9.413372993
6543,38.712539673,-9.413724899
6544,38.712177277,-9.414198875
6556,38.712001801,-9.415960312
6557,38.73400116,-9.417269707
