id,lat,lon
0,38.737235,-9.387461
1,38.74494,-9.327972
2539,38.734298706,-9.396699905
2971,38.743000031,-9.381420135
2972,38.746101379,-9.38022995
2973,38.745098114,-9.380590439
2974,38.743598938,-9.39054966
2975,38.744098663,-9.388469696
2976,38.746799469,-9.388400078
2977,38.746200562,-9.38973999
2978,38.745800018,-9.390990257
2979,38.7541008,-9.397210121
2980,38.737400055,-9.394980431
2982,38.733100891,-9.403260231
2983,38.732601166,-9.4061203
2984,38.732601166,-9.406979561
2985,38.733699799,-9.40775013
2986,38.735099792,-9.406029701
2988,38.736099243,-9.406599998
2999,38.733001709,-9.394300461
3002,38.730201721,-9.388170242
3003,38.729301453,-9.384209633
3004,38.725898743,-9.38615036
3005,38.71900177,-9.390119553
3006,38.714500427,-9.375359535
3007,38.723899841,-9.382800102
3008,38.722301483,-9.384220123
3011,38.718299866,-9.378479958
3012,38.720298767,-9.377590179
3013,38.723400116,-9.379199982
3014,38.723701477,-9.37582016
3015,38.724300385,-9.374480247
3016,38.725299835,-9.379480362
3017,38.727600098,-9.38064003
3018,38.727798462,-9.383210182
3023,38.720199585,-9.387430191
3075,38.736598969,-9.405220032
3076,38.730800629,-9.384869576
3081,38.731498718,-9.382929802
3089,38.721500397,-9.379910469
3096,38.722400665,-9.373279572
3112,38.744800568,-9.39013958
3114,38.732398987,-9.388270378
3115,38.735801697,-9.403880119
3116,38.736301422,-9.402600288
3753,38.713500977,-9.371379852
3754,38.712398529,-9.372750282
3755,38.710300446,-9.375849724
3756,38.71149826,-9.377900124
3757,38.709499359,-9.374699593
3758,38.711601257,-9.383489609
3759,38.714298248,-9.381640434
3760,38.715999603,-9.382949829
3761,38.708599091,-9.377160072
3762,38.707199097,-9.379289627
3763,38.707199097,-9.375160217
3806,38.713500977,-9.393230438
3828,38.705799103,-9.376139641
3829,38.717498779,-9.393989563
3833,38.711200714,-9.374990463
3834,38.723400116,-9.399029732
3845,38.704399109,-9.378210068
3846,38.705101013,-9.378620148
3847,38.70539856,-9.377929688
3848,38.705699921,-9.379509926
3862,38.716899872,-9.380209923
3878,38.715900421,-9.381710052
3879,38.707099915,-9.373100281
6169,38.716300964,-9.383330345
6369,38.737800598,-9.395620346
6453,38.709400177,-9.373620033
6498,38.734714508,-9.394741058
