,0,1,319,976,1127,2989,2990,2991,2992,2993,2994,2995,2996,2997,3024,3033,3034,3035,3036,3037,3038,3039,3040,3041,3042,3043,3044,3045,3046,3047,3048,3049,3050,3051,3052,3053,3054,3055,3056,3080,3086,3092,3095,3098,3103,3104,3105,3106,3108,3109,3110,3111,3117,3122,3124,3125,3621,3622,3623,3624,3625,3627,3631,3633,3634,3671,3673,3708,3746,3824,6516,6519,6541,6542,6543,6544,6556,6557
2993,2851.1,9917.02,4441.63,3381.95,3262.06,1743.59,645.7,1287.49,220.11,0.0,1068.48,548.31,563.82,636.52,1457.08,2188.29,2972.32,2619.76,2542.12,3693.44,3496.12,3814.02,3865.32,3764.75,3709.97,3712.04,2883.81,2099.04,2846.25,2686.79,2820.76,2805.46,3194.82,3301.26,3210.1,3011.63,3196.29,3334.18,3249.66,2497.36,346.41,2450.48,1691.45,4097.95,461.99,2816.35,3045.02,2860.52,932.45,786.41,726.31,641.1,1813.31,868.18,3344.33,1885.52,3779.92,4041.0,4150.68,4412.23,4438.37,3635.41,3442.13,3419.53,2897.71,3249.38,4298.74,4581.16,3226.83,3387.25,3697.78,3617.96,1223.85,3718.24,3650.36,3560.02,3668.25,936.21
2994,3580.9,9626.92,4510.42,2053.08,3519.71,1976.3,1400.68,2309.43,1566.79,1599.77,0.0,786.94,684.4,875.15,714.2,1445.41,2003.37,1876.88,1799.24,2364.56,2167.25,2485.15,2536.45,2435.88,2381.1,2383.16,2266.41,2925.1,3401.37,3294.72,2838.63,3046.5,2864.09,2970.53,2879.37,2680.9,3058.8,3591.83,3318.45,3273.49,1431.31,2348.63,2713.39,2769.07,1042.97,2198.95,2427.62,2243.12,266.82,306.99,419.3,479.24,3373.15,1890.13,3206.83,1142.64,3848.71,4109.79,4219.47,4481.02,4507.16,3460.51,3304.63,3282.04,2966.5,3111.88,4367.53,4649.95,3089.33,2644.37,2368.91,2289.09,2783.69,2389.37,2321.49,2231.15,2339.37,1770.1
2995,2737.15,8860.13,4584.22,2707.86,3593.52,1281.38,705.75,1887.8,495.28,530.7,647.91,0.0,110.88,180.22,1368.98,2100.2,2658.15,2531.66,2454.02,3019.34,2822.03,3139.93,3191.23,3090.66,3035.88,3037.94,2921.19,2813.02,3475.18,3368.52,3534.74,3519.44,3908.8,4015.24,3924.08,3725.61,3870.0,3665.64,3392.26,3211.34,649.01,3164.46,2405.43,3423.85,348.04,2853.73,3082.4,2897.9,511.87,496.94,638.21,553.0,1699.37,1468.49,4813.53,1797.42,3922.51,4183.6,4293.28,4554.83,4580.97,4724.54,4115.83,4093.24,3040.3,3923.08,4441.34,4723.76,3900.53,3299.15,3023.69,2943.87,1109.91,3044.15,2976.27,2885.93,2994.15,996.26
2996,2783.21,8749.29,4630.28,2753.92,3639.58,1327.43,751.81,1933.86,541.34,576.76,537.07,110.88,0.0,226.28,1415.04,2146.25,2704.21,2577.72,2500.08,3065.4,2868.09,3185.99,3237.29,3136.72,3081.94,3084.0,2967.25,2859.08,3521.24,3414.58,3580.8,3565.5,3954.86,4061.3,3970.14,3771.67,3916.06,3711.7,3438.32,3257.4,695.07,3210.52,2451.49,3469.91,394.1,2899.79,3128.46,2943.96,401.03,386.1,498.41,599.06,1745.43,1514.55,4859.59,1843.48,3968.57,4229.66,4339.34,4600.89,4627.03,4770.6,4161.89,4139.3,3086.36,3969.14,4487.4,4769.82,3946.59,3345.21,3069.75,2989.93,1155.97,3090.21,3022.33,2931.99,3040.21,1042.32
2997,2730.93,9648.7,4404.0,2527.64,3413.3,1623.42,525.53,1707.58,315.06,350.48,800.16,279.99,295.49,0.0,1188.76,1919.97,2477.93,2351.44,2273.8,2839.12,2641.81,2959.71,3011.01,2910.44,2855.66,2857.72,2740.97,2632.8,3294.96,3188.3,3354.52,3339.22,3728.58,3835.02,3743.86,3545.39,3689.77,3485.42,3212.04,3031.12,468.79,2984.24,2225.21,3243.63,341.82,2673.51,2902.18,2717.68,664.13,518.09,457.99,372.78,1693.15,1288.27,4633.31,1617.2,3742.29,4003.38,4113.06,4374.61,4400.75,4544.32,3935.61,3913.02,2860.08,3742.86,4261.12,4543.54,3720.31,3118.93,2843.47,2763.65,1103.69,2863.93,2796.05,2705.7,2813.93,816.04
3024,3671.39,9717.41,3028.9,1338.88,2410.36,3808.0,2167.33,2399.92,1657.29,1690.26,694.32,1270.94,1168.4,1359.15,0.0,731.21,1289.17,1162.68,1085.04,1650.36,1453.05,1770.95,1822.25,1721.68,1666.9,1668.96,1552.21,2210.9,2671.33,2538.47,2124.43,2332.3,2149.88,2256.32,2165.16,1966.7,2344.59,2482.48,2367.53,2700.33,1521.81,1634.43,996.71,2054.87,1526.97,1484.75,1713.42,1528.92,961.14,976.74,1048.45,963.24,3463.65,1980.62,2492.63,428.44,2736.88,3111.79,3070.44,2999.5,3009.5,2746.31,2590.43,2567.83,2649.3,2397.68,2982.74,3168.43,2375.13,1930.16,1654.71,1574.89,2874.19,1675.17,1607.29,1516.94,1625.17,1860.59
3033,4402.6,10448.62,2155.08,825.17,1499.13,5080.06,2898.54,3131.14,2388.5,2421.47,1425.53,2002.15,1899.61,2090.36,731.21,0.0,415.54,753.58,638.89,1136.66,939.34,1257.24,1308.54,1207.98,1153.19,1155.26,640.98,674.85,1513.16,1353.7,1213.2,1153.99,1238.65,1345.09,1253.93,1055.47,1433.36,1571.25,1456.3,1164.28,2253.02,375.76,1059.18,1541.17,2258.18,573.52,802.19,617.69,1692.35,1707.95,1779.67,1694.46,4735.71,2711.83,1581.4,490.91,1825.65,2237.97,2196.61,2125.68,2135.67,1872.48,1679.2,1656.6,1738.07,1486.45,2108.92,2294.61,1463.9,1400.41,1141.0,1061.18,4146.25,1161.46,1093.59,1003.24,1111.47,2591.81
3034,5353.99,11205.98,1777.13,409.63,1121.18,4702.12,3259.5,3492.1,2749.46,2782.43,2182.89,2759.51,2656.97,2847.72,1488.57,417.1,0.0,338.04,223.34,721.11,523.8,841.7,893.0,792.43,737.65,739.71,263.04,921.73,1382.16,1249.3,835.25,1043.13,860.71,967.15,875.99,677.52,1055.42,1193.31,1078.36,1411.16,2613.98,345.26,1422.01,1125.62,4236.07,195.58,424.25,239.74,2449.71,2465.31,2537.02,2451.81,4357.76,3072.79,1203.45,1584.15,1447.71,1860.02,1818.67,1747.74,1757.73,1494.54,1301.25,1278.66,1360.13,1108.51,1730.97,1916.67,1085.96,984.87,725.46,645.64,3768.3,745.92,678.04,587.69,695.92,2952.76
3035,5692.58,11080.04,2078.32,388.3,1459.78,5040.71,3598.09,3830.69,3088.05,3121.03,2056.95,2633.58,2531.03,2721.78,1362.63,755.69,338.59,0.0,134.46,699.78,502.47,820.37,871.67,771.1,716.32,718.38,601.63,1260.32,1720.75,1587.9,1173.85,1381.72,1199.31,1305.75,1214.59,1016.12,1394.02,1531.9,1416.95,1749.75,2952.57,683.85,1760.61,1104.29,4574.67,534.17,762.84,578.34,2323.77,2339.38,2411.09,2325.88,4696.36,3411.39,1542.05,1458.21,1786.3,2161.21,2119.86,2048.93,2058.92,1795.73,1639.85,1617.26,1698.73,1447.1,2032.16,2217.86,1424.55,504.15,704.13,624.31,4106.9,724.59,656.71,566.37,674.59,3291.36
3036,5543.47,11092.43,1966.62,296.08,1310.67,4891.6,3448.98,3681.58,2938.94,2971.92,2069.34,2645.97,2543.42,2734.17,1375.02,606.58,189.48,224.49,0.0,607.57,410.25,728.15,779.45,678.88,624.1,626.17,452.52,1111.21,1571.64,1438.79,1024.74,1232.61,1050.2,1156.64,1065.48,867.01,1244.91,1382.79,1267.84,1600.64,2803.46,534.74,1611.5,1012.08,4425.55,385.06,613.73,429.23,2336.16,2351.77,2423.48,2338.27,4547.25,3262.27,1392.94,1470.6,1637.19,2049.51,2008.16,1937.22,1947.21,1684.03,1490.74,1468.15,1549.61,1297.99,1920.46,2106.15,1275.44,871.32,611.91,532.09,3957.79,632.37,564.49,474.15,582.38,3142.25
3037,6118.76,11598.63,1720.9,342.41,1885.96,5466.89,4024.27,4256.87,3514.23,3547.2,2575.55,3152.17,3049.63,3240.38,1881.23,1181.87,764.77,730.7,616.0,0.0,242.25,462.95,514.25,413.68,358.9,360.96,1027.81,1686.5,2146.93,2014.07,1600.03,1807.9,1139.83,1046.33,955.17,1442.3,1441.83,1958.08,1843.13,2175.93,3378.75,1110.03,2186.79,746.87,5000.84,960.35,1189.02,1004.52,2842.37,2857.97,2929.68,2844.47,5122.54,3837.56,1527.29,1976.8,2053.18,1803.79,1762.44,1691.51,1701.5,1438.31,1286.53,2043.43,2124.9,1620.84,1674.74,1860.43,1850.73,606.12,346.71,143.63,4533.08,367.17,299.29,208.94,266.08,3717.54
3038,5973.73,11453.6,1575.87,197.38,1740.92,5321.86,3879.24,4111.83,3369.2,3402.17,2430.51,3007.14,2904.59,3095.34,1736.19,1036.83,619.74,585.66,470.97,197.33,0.0,317.92,369.21,268.65,213.86,215.93,882.78,1541.47,2001.89,1869.04,1454.99,1662.87,994.8,901.3,810.14,1297.26,1296.8,1813.04,1698.1,2030.89,3233.72,965.0,2041.75,601.84,4855.81,815.31,1043.98,859.48,2697.33,2712.94,2784.65,2699.44,4977.5,3692.53,1382.26,1831.77,1908.15,1658.76,1617.41,1546.47,1556.46,1293.27,1141.49,1898.4,1979.87,1475.81,1529.71,1715.4,1705.69,461.09,201.67,121.85,4388.04,222.13,154.26,63.91,172.14,3572.5
3039,6175.3,11655.18,1493.29,398.95,1820.69,5523.43,4080.81,4313.41,3570.77,3603.74,2632.09,3208.71,3106.17,3296.92,1937.77,1238.41,821.31,787.24,672.54,467.07,298.79,0.0,286.63,470.22,415.44,417.5,1084.35,1743.04,2081.67,1975.01,1579.53,1864.44,912.22,818.72,727.56,891.08,1214.22,1892.82,1777.87,2082.08,3435.29,1166.57,2243.33,519.26,5057.38,1016.89,1245.56,1061.06,2898.91,2914.51,2986.22,2901.01,5179.08,3894.1,1299.68,2033.35,1825.57,1576.18,1534.82,1463.89,1473.88,1210.69,1058.91,1978.17,2059.64,1393.23,1447.13,1632.82,1785.47,662.66,119.09,391.6,4589.62,423.71,355.83,265.49,154.46,3774.08
3040,6260.13,11740.01,1578.12,483.79,1905.53,5608.26,4165.65,4398.24,3655.61,3688.58,2716.92,3293.54,3191.0,3381.75,2022.6,1323.24,906.15,872.07,757.37,551.91,383.62,320.17,0.0,417.38,500.27,502.34,1169.18,1827.87,2166.5,2059.85,1664.37,1949.27,997.05,903.55,812.39,975.91,1299.05,1977.65,1862.7,2166.91,3520.13,1251.41,2328.16,238.81,5142.22,1101.72,1330.39,1145.89,2983.74,2999.34,3071.06,2985.85,5263.91,3978.94,1384.51,2118.18,1910.4,1661.01,1619.66,1548.73,1558.72,1295.53,1143.75,2063.01,2144.47,1478.06,1531.96,1717.65,1870.3,386.5,167.54,476.43,4674.45,508.54,440.66,350.32,363.44,3858.91
3041,6124.27,11604.14,1794.58,347.92,1891.46,5472.4,4029.78,4262.38,3519.74,3552.71,2581.06,3157.68,3055.14,3245.88,1886.74,1187.38,770.28,736.2,621.51,416.04,247.76,536.63,415.74,0.0,187.85,282.06,1033.32,1692.01,2152.44,2019.58,1605.54,1813.41,1630.99,1120.01,1028.85,1447.81,1515.51,1963.59,1848.64,2181.44,3384.26,1115.54,2192.29,344.9,5006.35,965.86,1194.53,1010.02,2847.88,2863.48,2935.19,2849.98,5128.04,3843.07,1600.97,1982.31,2126.86,1877.47,1836.12,1765.18,1775.17,1511.98,1360.2,2048.94,2130.41,1694.52,1748.42,1934.11,1856.24,192.44,420.38,340.56,4538.58,130.66,220.39,282.62,390.85,3723.04
3042,6069.48,11549.36,1739.79,293.14,1836.68,5417.61,3974.99,4207.59,3464.96,3497.93,2526.27,3102.89,3000.35,3191.1,1831.95,1132.59,715.5,681.42,566.72,361.26,192.97,481.84,533.14,187.85,0.0,227.28,978.53,1637.22,2097.65,1964.8,1550.75,1758.62,1576.21,1065.23,974.07,1393.02,1460.73,1908.8,1793.86,2126.65,3329.47,1060.76,2137.51,532.75,4951.57,911.07,1139.74,955.24,2793.09,2808.69,2880.41,2795.2,5073.26,3788.29,1546.19,1927.53,2072.07,1822.69,1781.33,1710.4,1720.39,1457.2,1305.42,1994.16,2075.63,1639.74,1693.63,1879.33,1801.45,380.29,365.6,285.78,4483.8,141.33,165.6,227.84,336.07,3668.26
3043,6071.55,11551.42,1741.86,295.2,1838.75,5419.68,3977.06,4209.66,3467.02,3499.99,2528.34,3104.96,3002.42,3193.17,1834.02,1134.66,717.56,683.49,568.79,363.32,195.04,483.91,535.21,282.06,227.28,0.0,980.6,1639.29,2099.72,1966.86,1552.82,1760.69,1578.27,1067.29,976.13,1395.09,1462.79,1910.87,1795.92,2128.72,3331.54,1062.82,2139.58,626.96,4953.63,913.14,1141.81,957.31,2795.16,2810.76,2882.47,2797.26,5075.33,3790.35,1548.25,1929.59,2074.14,1824.75,1783.4,1712.46,1722.46,1459.27,1307.48,1996.22,2077.69,1641.8,1695.7,1881.39,1803.52,474.5,367.67,287.85,4485.87,235.55,61.67,229.9,338.13,3670.33
3044,5265.48,15093.81,1688.62,672.67,1032.67,4613.61,3170.99,3403.59,2660.95,2693.92,2445.93,3073.6,2920.01,3161.81,1751.61,642.53,263.04,601.08,486.38,984.15,786.84,1104.74,1156.04,1055.47,1000.69,1002.75,0.0,833.22,1293.65,1160.79,746.75,954.62,772.2,878.64,787.48,589.02,966.91,1104.8,989.85,1322.65,2525.47,570.7,1333.51,1388.66,4147.56,107.07,335.74,83.49,2712.75,2728.35,2800.06,2714.85,4269.26,2984.28,1114.94,1847.19,1359.2,1771.52,1730.16,1659.23,1669.22,1406.03,1212.75,1190.15,1271.62,1020.0,1642.46,1828.16,997.45,1247.91,988.5,908.68,3679.8,1008.96,941.08,850.73,958.96,2864.26
3045,4581.34,14409.66,1945.59,1257.36,1289.64,3929.47,2486.85,2719.45,1976.81,2009.78,2583.83,2389.46,2404.96,2477.67,2336.3,674.85,847.73,1185.77,1071.07,1568.84,1371.52,1689.43,1740.73,1640.16,1585.37,1587.44,759.22,0.0,873.83,714.37,848.34,680.87,1070.22,1176.66,1085.5,887.04,1223.87,1361.76,1246.81,524.94,1841.33,351.44,649.36,1973.35,3463.42,691.75,920.42,735.92,2523.6,2413.48,2485.19,2399.98,3585.11,2300.14,1371.91,1139.03,1616.16,2028.48,1987.12,1916.19,1926.18,1662.99,1469.71,1447.11,831.93,1276.96,1899.43,2085.12,1254.41,1832.6,1573.18,1493.37,2995.65,1593.64,1525.77,1435.42,1543.65,2180.11
3046,5828.47,15708.31,1699.44,2049.8,701.25,5176.6,3629.83,3280.58,3119.79,3152.76,3191.96,3315.81,3213.27,3404.01,3302.34,1467.29,1640.17,1978.21,1863.51,2361.28,2163.97,2481.87,2533.17,2432.6,2377.82,2379.88,1551.66,792.45,0.0,476.26,855.96,1093.25,990.72,1084.22,1210.67,993.73,977.73,773.37,499.99,265.49,2984.31,1143.88,1347.27,2765.8,4710.55,1484.2,1712.87,1528.37,3131.73,3021.61,3093.32,3008.11,4832.25,2861.28,1125.76,1836.94,869.34,1130.43,1240.1,1670.05,1680.04,1416.85,1223.56,1200.97,311.7,1030.81,1388.17,1838.97,1008.26,2625.04,2365.63,2285.81,4242.79,2386.09,2318.21,2227.87,2336.1,3323.1
3047,5220.1,15774.65,1470.2,1701.82,814.25,4568.23,3125.61,3358.21,2615.57,2648.54,3258.31,3382.15,3279.61,3470.36,2780.77,1408.15,1292.19,1630.24,1515.54,2013.31,1815.99,2133.9,2185.19,2084.63,2029.84,2031.91,1203.69,733.3,159.46,0.0,372.95,864.01,761.48,854.98,981.43,764.48,748.48,886.37,482.14,391.87,2480.09,1084.74,1288.13,2417.82,4102.18,1136.22,1364.89,1180.39,3198.07,3087.95,3159.66,3074.46,4223.88,2938.9,896.52,1777.8,851.49,1553.09,1511.73,1440.8,1450.79,1187.6,994.32,971.73,378.05,801.57,1424.04,1609.73,779.02,2277.07,2017.65,1937.83,3634.42,2038.11,1970.24,1879.89,1988.12,2818.88
3048,5330.87,15159.2,1097.35,1328.97,441.4,4679.0,3236.38,3468.98,2726.34,2759.31,3560.6,3138.99,3581.91,3227.2,2407.91,1298.84,919.34,1257.38,1142.69,1640.46,1443.14,1761.04,1812.34,1711.78,1656.99,1659.06,830.83,844.07,573.61,414.14,0.0,491.16,388.63,482.13,608.58,391.63,375.63,513.52,398.57,502.64,2590.86,1195.51,1398.9,2044.97,4212.95,763.37,992.04,807.54,3500.37,3390.25,3461.96,3376.75,4334.65,3049.67,523.67,1888.57,767.92,1180.24,1138.88,1067.95,1077.94,814.75,621.47,598.87,680.34,428.72,1051.19,1236.88,406.17,1904.21,1644.8,1564.98,3745.19,1665.26,1597.39,1507.04,1615.27,2929.65
3049,5462.44,15290.77,1353.22,1037.52,697.27,4810.57,3367.95,3600.55,2857.92,2890.89,2810.78,3270.57,3286.07,3358.77,2116.46,1007.39,627.89,965.93,851.24,1349.01,1151.69,1469.59,1520.89,1420.32,1365.54,1367.61,539.38,1030.18,958.24,825.39,411.34,0.0,478.94,572.44,865.67,481.94,631.51,769.39,654.44,913.89,2722.43,935.55,1530.47,1753.52,4344.53,471.92,700.59,516.09,3077.6,3093.21,3164.92,3079.71,4466.22,3181.25,779.54,2212.04,1023.79,1436.11,1394.76,1323.82,1333.82,1070.63,877.34,854.75,936.22,684.59,1307.06,1492.75,662.04,1612.76,1353.35,1273.53,3876.76,1373.81,1305.93,1215.59,1323.82,3061.22
3050,5660.76,15489.08,922.83,1235.84,594.74,5008.89,3566.27,3798.87,3056.23,3089.2,3009.1,3468.88,3735.25,3557.09,2314.78,1205.7,826.2,1164.25,1049.55,1547.32,1350.0,1667.91,1719.21,1618.64,1563.85,1565.92,737.7,1152.78,855.71,722.85,308.81,478.94,0.0,93.5,210.38,183.19,469.22,666.86,551.91,811.35,2920.75,1133.86,1728.78,1951.83,4542.84,670.23,898.9,714.4,3653.71,3543.59,3615.3,3530.09,4664.53,3379.56,729.22,2410.35,1255.11,1005.72,964.36,893.43,903.42,640.23,446.95,752.21,833.68,582.06,876.66,1062.36,559.51,1811.08,1551.66,1471.84,4075.07,1572.12,1504.25,1413.9,1522.13,3259.53
3051,5780.75,15609.07,858.41,1355.83,688.24,5128.88,3686.26,3918.86,3176.22,3209.19,3129.09,3588.87,3828.75,3677.08,2434.77,1325.69,946.2,1284.24,1169.54,1667.31,1469.99,1787.9,1839.2,1738.63,1683.84,1685.91,857.69,1246.28,949.21,816.35,402.31,572.44,93.5,0.0,267.51,240.31,404.81,760.36,645.41,904.85,3040.74,1253.85,1848.77,2071.82,4662.83,790.22,1018.89,834.39,3747.21,3637.09,3708.8,3623.59,4784.52,3499.55,664.8,2530.34,1190.69,941.3,899.95,829.02,839.01,575.82,382.53,845.71,927.18,758.35,812.25,997.94,653.01,1931.07,1671.65,1591.84,4195.06,1692.11,1624.24,1533.89,1642.12,3379.52
3052,5687.57,15515.9,1064.08,1262.65,845.5,5035.7,3593.08,3825.68,3083.04,3116.01,3035.91,3495.69,3511.2,3583.9,2341.59,1232.51,853.02,1191.06,1076.36,1574.13,1376.82,1694.72,1746.02,1645.45,1590.67,1592.73,764.51,1255.31,1106.48,973.62,559.58,729.71,210.38,267.51,0.0,189.04,610.47,917.63,802.68,1062.12,2947.56,1160.68,1755.6,1978.64,4569.65,697.05,925.72,741.22,3302.73,3318.33,3390.04,3304.83,4691.35,3406.37,870.47,2437.17,1396.36,1146.97,1105.61,1034.68,1044.67,781.48,588.2,1002.98,1084.45,832.83,1017.92,1203.61,810.28,1837.89,1578.48,1498.66,4101.89,1598.94,1531.06,1440.71,1548.94,3286.35
3053,5477.57,15305.9,1312.41,1052.65,656.46,4825.7,3383.08,3615.68,2873.04,2906.01,2825.91,3285.69,3301.2,3373.9,2131.59,1022.51,643.02,981.06,866.36,1364.13,1166.82,1484.72,1536.02,1435.45,1380.67,1382.73,554.51,1045.31,917.44,784.58,370.54,540.67,183.19,240.31,216.95,0.0,590.7,728.59,613.64,873.08,2737.56,950.68,1545.6,1768.64,4359.65,487.05,715.72,531.22,3092.73,3108.33,3180.04,3094.83,4481.35,3196.37,738.73,2227.17,982.99,1395.31,1353.95,1283.02,1293.01,1029.82,836.54,813.94,895.41,643.79,1266.25,1451.95,621.24,1627.89,1368.48,1288.66,3891.89,1388.94,1321.06,1230.72,1338.94,3076.35
