,0,1,2966,2967,3147,3148,3149,3151,3152,3154,3155,3156,3158,3159,3160,3161,3162,3163,3177,3178,3179,3180,3181,3182,3183,3184,3185,3186,3187,3188,3189,3190,3214,3215,3224,3228,3229,3230,3231,3232,3233,3234,3235,3237,3238,3239,3240,3241,3242,3254,3340,3346,3543,3549,4228,4237,4238,4392,4402,4435,5384,6388,6426,6441,6501,6527
0,0.0,7093.24,2435.18,2555.68,9410.74,9541.32,9896.59,7712.64,10409.48,8739.37,8755.84,8943.87,11265.25,11439.31,10887.62,10861.58,10737.86,11040.43,10524.95,9694.96,9763.8,9839.93,9234.1,9259.08,9645.24,9394.0,9145.78,9097.7,9280.05,9023.66,8970.74,9235.54,11289.53,8664.83,9063.42,8190.46,8162.78,8308.73,8366.53,8487.62,8370.33,8264.18,7694.59,10200.5,10428.21,10581.33,10310.33,10411.93,10267.91,8125.44,8416.14,8834.92,8445.19,9598.03,8498.67,8798.09,8736.48,9221.63,9087.29,8970.6,9270.7,11081.58,8406.99,10007.3,8275.71,9151.53
1,7284.57,0.0,5032.24,4531.26,6569.8,6700.39,7412.02,6902.86,7846.66,7843.79,8069.76,8015.43,8039.07,8213.12,7661.43,7635.39,7511.67,7814.24,7962.13,6854.02,7596.56,6998.99,6393.16,6418.14,6804.3,6553.07,6304.84,6256.77,6439.12,6182.72,6129.8,6394.61,8063.34,7978.75,6222.49,7294.88,7267.19,7413.14,7470.94,8209.86,7474.74,7368.59,6799.0,7637.69,7393.17,7665.69,7459.68,7561.28,7705.09,7229.85,7667.54,7939.34,7696.59,6757.1,7750.07,5957.16,5895.54,6380.69,6246.36,6129.66,6429.76,7855.39,7658.39,7320.18,9164.06,6310.6
2966,2995.51,4765.51,0.0,227.95,6559.25,6689.84,7614.11,6892.31,8048.76,7833.24,8271.85,8217.52,8241.16,8415.21,7863.53,7837.48,7713.76,8016.33,8164.22,6843.47,6912.31,6988.44,6382.61,6407.59,6793.76,6756.93,6506.93,6458.86,6641.21,6384.82,6331.89,6596.7,8265.43,8180.84,6211.94,7284.33,7256.65,7402.59,7460.39,7581.48,7464.19,7358.04,6788.45,7839.78,7595.27,7867.78,7661.77,7763.37,7907.18,7219.3,7656.99,7928.79,7686.04,6746.55,7739.52,6159.25,6097.64,6128.24,6235.81,6233.82,6631.85,8057.48,7647.84,7522.28,7231.2,6512.69
2967,2805.52,4537.74,553.19,0.0,6331.48,6462.06,7386.34,6664.53,7820.98,7605.46,8044.07,7989.75,8013.38,8187.43,7635.75,7609.71,7485.99,7788.56,7936.45,6615.7,6684.54,6760.67,6154.84,6179.82,6565.98,6529.15,6279.16,6231.08,6413.44,6157.04,6104.12,6368.92,8037.65,7953.06,5984.16,7056.55,7028.87,7174.82,7232.62,7353.71,7236.42,7130.27,6560.68,7612.0,7367.49,7640.01,7433.99,7535.59,7679.41,6991.53,7429.22,7701.02,7458.26,6518.77,7511.75,5931.48,5869.86,5900.47,6008.03,6006.04,6404.08,7829.71,7420.06,7294.5,7003.42,6284.92
3147,8858.07,6730.95,9051.97,6572.94,0.0,215.63,570.89,1488.45,2154.14,2429.38,2445.85,2439.88,1765.46,1937.58,2085.88,2059.84,1936.12,2238.69,2269.61,1439.62,1508.45,1584.58,406.33,273.81,319.55,282.72,536.42,702.53,884.88,680.41,712.19,944.43,2487.78,2354.84,514.41,1880.47,1852.79,1998.73,2056.53,2177.62,2060.33,1954.18,1384.6,1945.16,1817.62,2090.13,2054.99,2156.59,2012.57,1815.44,2253.13,2524.93,2282.18,272.34,2335.66,797.47,722.63,966.28,831.95,515.94,960.76,2279.84,2243.98,681.61,3967.24,864.13
3148,8950.26,7592.88,9144.16,6665.13,247.74,0.0,399.34,1580.64,2099.56,2521.56,2322.65,2268.32,1593.91,1766.02,1914.33,1888.28,1764.56,2067.13,2215.02,1531.8,1600.64,1676.77,577.17,444.65,411.73,374.91,628.61,794.71,977.06,772.6,804.38,1036.62,2316.23,2231.64,606.6,1972.66,1944.97,2090.92,2148.72,2269.81,2152.52,2046.37,1476.78,1890.58,1646.06,1918.58,1712.57,1814.17,1957.98,1907.63,2345.32,2617.12,2374.36,364.53,2427.85,889.65,814.81,1058.47,924.13,608.13,1052.94,2108.28,2336.17,510.06,4059.42,956.32
3149,9335.82,7204.66,9529.72,7172.5,633.3,429.64,0.0,1617.9,1711.33,2279.14,1934.43,1880.1,1205.68,1377.8,1526.1,1500.06,1376.34,1678.91,1826.8,1509.86,1461.23,1676.49,962.74,830.22,797.3,760.47,1014.17,1180.28,1362.63,1158.16,1189.94,1422.18,1928.01,1843.42,992.16,2167.41,2139.73,2285.68,2343.48,2074.53,2140.78,2241.13,1671.54,1502.35,1257.84,1530.36,1324.35,1425.95,1569.76,2102.39,2540.08,2374.69,2569.12,750.09,2622.61,1275.22,1200.38,1444.04,1309.7,993.69,1438.51,1720.06,2530.93,217.98,4254.18,1341.88
3151,9010.89,6883.77,9204.79,6725.76,1308.21,1438.8,1703.12,0.0,802.43,1192.37,1208.84,1396.87,2330.17,1817.84,1266.16,1240.12,1802.77,1418.97,917.9,106.94,175.78,338.08,1131.57,1156.55,1542.72,1505.89,1447.78,1399.7,1582.05,1325.66,1272.74,1537.54,1668.06,1117.83,960.9,643.46,615.78,761.72,819.52,940.61,823.32,717.17,147.58,869.76,821.16,974.28,703.28,804.88,937.17,578.43,1016.12,1287.92,1045.17,1495.51,1098.65,1100.1,875.45,741.4,514.27,982.78,1572.7,1552.3,1006.97,1611.28,2730.23,1453.53
3152,9912.83,7583.29,10106.73,7551.13,2210.15,1548.18,1189.67,843.07,0.0,811.64,466.93,1007.18,1417.0,1204.86,653.18,627.14,646.99,805.99,128.76,735.04,686.4,901.67,2033.51,2058.49,1915.84,1879.01,2349.71,2301.64,2483.99,2227.6,2174.67,2439.48,1055.08,375.92,1862.84,667.49,953.3,713.15,597.0,607.03,673.29,723.15,896.71,494.98,446.38,388.44,328.5,430.1,562.38,815.54,943.66,907.2,972.7,1868.63,1026.19,2002.03,1777.39,1643.34,1416.21,1884.72,2474.63,847.14,934.51,1097.84,2657.76,2355.47
3154,10173.79,8292.08,10367.69,8259.93,2471.11,2256.97,1898.47,1200.99,818.56,0.0,322.27,204.5,1109.98,897.84,554.92,615.7,729.73,661.37,492.89,1299.59,1368.42,1544.46,2294.47,2319.45,2705.61,2668.79,2610.67,2562.6,2744.95,2488.56,2435.63,2700.44,989.29,231.26,2123.8,636.23,922.04,681.89,565.75,585.82,652.08,701.94,1254.63,1096.94,1048.34,547.96,930.46,1032.06,1164.34,784.28,912.4,95.55,941.45,2658.41,994.93,2262.99,2038.35,1904.3,1677.17,2145.68,2735.59,359.95,903.25,1806.65,2626.51,2616.43
3155,10170.48,8322.57,10364.39,8290.41,2467.81,2287.46,1928.95,1197.68,815.25,321.7,0.0,526.2,1431.67,1219.54,766.41,740.36,760.21,919.21,489.58,1296.28,1365.12,1541.15,2291.17,2316.14,2702.31,2665.48,2607.37,2559.29,2741.65,2485.25,2432.33,2697.14,1168.31,227.95,2120.49,632.92,918.74,678.59,562.44,582.52,648.77,698.64,1251.32,1093.63,1045.03,578.44,927.15,1028.75,1161.04,780.98,909.09,417.25,938.14,2655.1,991.63,2259.69,2035.04,1900.99,1673.86,2142.37,2732.29,681.63,899.94,1837.12,2623.2,2613.13
3156,10482.4,8087.58,10676.3,8055.43,2256.14,2052.47,1693.97,1370.43,786.17,494.44,491.71,0.0,1201.06,988.93,377.94,411.2,525.23,530.75,460.5,1304.61,1255.97,1471.24,2603.08,2453.05,2420.13,2383.31,2637.01,2871.21,3053.56,2797.17,2744.24,3009.05,839.15,400.7,2432.41,805.67,1091.48,851.33,735.19,755.26,821.52,871.39,1424.07,1064.55,1015.95,343.46,898.07,999.67,1131.95,953.73,1081.84,590.0,1110.89,2372.93,1164.37,2571.6,2346.96,2212.91,1985.78,2454.29,3044.2,571.9,1072.69,1602.13,2795.95,2925.04
3158,10716.0,8024.45,8493.28,7992.3,1865.4,1661.74,1303.23,2167.11,1540.63,1332.59,1329.86,838.14,0.0,172.56,757.22,794.8,940.71,863.68,1214.96,2059.07,2010.43,2225.7,2194.84,2062.32,2029.4,1992.57,2246.27,2412.38,2594.73,2390.26,2422.04,2654.28,773.69,1238.85,2224.26,1611.7,1897.51,1657.36,1541.22,1551.24,1617.5,1667.37,2220.75,2143.36,1910.38,1007.07,1976.89,2078.48,2210.77,1759.76,1887.87,1428.14,1916.92,1982.19,1970.4,2507.32,2580.56,2446.51,2219.38,2225.79,2670.61,678.11,1878.72,1211.4,3601.98,2573.98
3159,11022.05,8330.51,8799.33,8298.35,1882.07,1678.4,1319.9,1994.55,1368.07,1160.03,1157.3,665.59,212.14,0.0,584.67,622.25,768.15,691.12,1042.4,1886.51,1837.88,2053.14,2211.5,2078.98,2046.06,2009.24,2262.94,2429.04,2611.39,2406.92,2438.7,2670.95,601.13,1066.29,2240.93,1439.14,1724.95,1484.8,1368.66,1378.69,1444.94,1494.81,2048.19,1646.45,1597.85,834.52,1479.97,1581.57,1713.86,1587.2,1715.31,1255.58,1744.36,1998.85,1797.85,2523.98,2886.61,2752.56,2525.43,2242.46,2687.27,505.55,1706.16,1228.06,3429.42,2590.65
3160,10521.65,7830.11,8298.93,7797.95,1998.66,1795.0,1436.49,1494.15,867.67,849.62,738.19,355.17,829.31,617.17,0.0,121.85,267.76,153.98,542.0,1386.11,1337.48,1552.74,2328.1,2195.58,2162.66,2125.83,2379.53,2545.64,2727.99,2523.52,2783.5,3048.31,549.8,647.18,2471.66,938.75,1224.56,984.41,868.26,878.29,944.54,994.41,1547.79,1146.05,1097.45,334.12,979.57,1081.17,1213.46,1086.8,1214.92,945.17,1243.96,2115.45,1297.45,2610.86,2386.21,2252.16,2025.04,2359.05,3083.46,195.14,1205.76,1344.66,2929.02,2964.3
3161,10677.53,7985.99,8454.81,7953.83,2154.54,1950.88,1592.37,1650.03,1023.55,1185.32,894.06,690.88,898.46,686.32,336.88,0.0,423.63,489.69,697.88,1541.99,1493.35,1708.62,2483.98,2351.46,2318.54,2281.71,2535.41,2701.51,2883.87,2679.4,2939.38,3204.18,536.54,803.05,2627.54,1094.62,1380.43,1140.28,1024.14,1034.17,1100.42,1150.29,1703.67,1301.93,1253.33,489.99,1135.45,1237.05,1369.33,1242.68,1370.79,1280.88,1399.84,2271.33,1453.32,2766.74,2542.09,2408.04,2180.91,2514.93,3239.34,530.84,1361.64,1500.54,3084.9,3120.17
3162,10384.88,7693.34,8162.16,7661.18,1861.89,1658.23,1299.72,1445.03,818.56,1033.78,689.07,634.74,1044.57,832.43,280.75,254.7,0.0,433.55,492.88,1337.0,1288.36,1503.62,2191.33,2058.81,2025.89,1989.06,2242.76,2408.87,2591.22,2386.75,2646.73,2911.54,682.65,598.06,2334.89,889.63,1175.44,935.29,819.14,829.17,895.43,945.29,1498.67,1096.93,1280.88,285.0,930.46,1032.05,1164.34,1037.68,1165.8,1129.34,1194.84,1978.68,1248.33,2474.09,2249.44,2115.39,1888.26,2222.28,2946.69,474.71,1156.65,1207.89,2879.9,2827.53
3163,10674.46,7982.92,8451.74,7950.76,2151.47,1947.81,1589.3,1600.75,974.28,956.07,844.79,461.63,935.76,723.63,153.98,274.66,420.56,0.0,648.6,1492.72,1444.08,1659.34,2480.91,2348.39,2315.47,2278.64,2532.34,2698.44,2880.8,2676.33,2936.31,3201.11,702.6,753.78,2624.47,1045.35,1331.16,1091.01,974.86,984.89,1051.14,1101.01,1654.39,1252.65,1204.06,486.92,1086.17,1187.77,1320.06,1193.4,1321.52,1051.62,1350.56,2268.26,1404.05,2763.67,2539.02,2404.97,2177.84,2511.86,3236.27,301.59,1312.37,1497.47,3035.62,3117.1
3177,10021.95,7692.41,10215.85,7660.25,2319.27,1657.3,1298.79,952.19,325.72,682.93,338.22,878.46,1288.29,1076.15,524.47,498.42,518.27,677.27,0.0,844.16,795.52,1010.79,2142.63,2167.61,2024.96,1988.13,2458.84,2410.76,2593.11,2336.72,2283.79,2548.6,926.37,247.2,1971.96,538.77,824.59,584.44,468.29,478.32,544.57,594.44,1005.83,604.1,555.5,336.5,437.62,539.22,671.5,686.83,814.94,778.48,843.99,1977.75,897.48,2111.15,1886.51,1752.46,1525.33,1993.84,2583.75,718.43,805.79,1206.96,2529.05,2464.59
