,0,1,2968,3131,3132,3133,3134,3135,3136,3137,3138,3139,3141,3142,3143,3144,3145,3218,3220,3498,4236,4241,4243,4244,4245,4246,4247,4248,4250,4257,4259,4260,4261,4262,4263,4264,4271,4274,4275,4276,4277,4278,4378,4382,4388,4393,4397,4400,4408,4412,4413,4414,4420,4421,4422,4423,4424,4425,4426,4430,4432,4434,5126,5320,6420,6431,6432,6447,6448,6521,6572,6595
0,0.0,7093.24,2838.27,8935.69,9068.68,10780.46,10603.94,11022.38,10942.21,10713.35,10628.09,10704.08,10809.42,10298.03,10265.07,10458.59,10695.94,9295.37,10914.63,9535.09,9638.32,5339.89,5677.45,5287.54,5702.47,5943.14,5992.89,6253.62,6073.8,7830.01,8380.52,8671.75,8395.24,8233.16,8338.85,7956.6,7807.77,7417.76,7476.16,7265.28,7160.4,7318.71,6503.04,8835.71,8812.81,6257.37,5494.23,9108.25,5459.8,8567.89,8655.86,8489.93,8281.54,8092.92,8003.59,8068.45,8144.75,7373.29,7428.33,7535.58,5528.86,5856.93,7068.3,5768.94,9752.65,9312.97,9188.81,10909.21,10994.38,6244.09,4972.17,6328.59
1,7284.57,0.0,4248.49,5507.11,5640.1,6122.41,6292.63,6838.3,6918.47,6747.38,6664.87,6540.24,6482.58,7697.79,7664.82,6646.45,6581.88,5866.79,6800.57,6106.51,6209.74,1947.76,1597.87,2757.72,3172.66,3413.32,3463.07,3723.8,4529.11,4887.32,4939.93,5231.16,4954.64,4792.56,4898.25,4516.01,4492.23,4102.22,4160.62,3949.74,3844.86,4003.17,4209.19,5395.11,5372.21,4470.78,2843.7,5679.67,6911.37,5139.31,5227.28,5061.35,5442.67,4777.38,4688.05,4752.9,4829.2,4843.47,4898.51,5005.76,2397.57,4603.75,3603.52,4515.77,6324.06,5884.38,5760.22,6251.17,6336.33,3714.27,2407.29,4481.73
2968,3036.08,4254.97,0.0,6097.42,6230.41,6712.72,6882.94,7428.61,7508.78,7804.65,7719.39,7130.55,7072.89,7389.33,7356.37,7236.76,7172.19,6457.1,7390.88,6696.82,6800.05,2501.62,2839.18,2449.27,2864.2,3104.87,3154.62,3415.35,3032.45,4991.74,5542.25,5833.48,5556.97,5394.89,5500.57,5118.33,4969.5,4579.49,4637.89,4427.01,4322.13,4480.44,3461.69,5997.43,5974.54,3216.01,2655.95,6269.98,5423.87,5729.62,5817.59,5651.66,5443.26,5254.65,5165.32,5230.17,5306.47,4535.02,4590.05,4697.31,2690.59,2815.57,4230.02,2727.58,6914.38,6474.69,6350.53,6841.48,6926.64,3405.82,2133.9,3287.23
3131,10547.13,5746.23,6266.48,0.0,754.06,1236.37,1406.58,1952.26,2032.43,1861.34,1778.83,1654.19,1596.54,1197.35,2305.18,1760.41,1695.83,637.01,1914.52,876.72,1323.69,4334.67,4330.44,3819.11,3723.22,3392.49,3243.38,3339.1,3245.78,1455.97,1905.7,2196.93,2367.58,1971.43,2077.12,1956.29,2472.52,2082.52,2140.92,2120.21,2015.33,2173.64,2975.03,2360.89,2337.99,2729.36,3705.99,793.63,5065.65,984.22,750.63,913.68,1630.86,1332.9,1276.4,1188.55,1091.88,1748.47,1674.2,1569.55,4784.49,3320.43,3117.31,3232.44,1438.02,654.6,530.44,1365.12,1450.28,3510.14,5139.92,3500.57
3132,10585.93,6008.25,6528.5,605.33,0.0,505.24,675.45,1221.13,1301.3,1130.21,1047.7,923.07,865.41,924.26,1574.05,1029.28,964.71,363.92,1183.39,603.64,804.79,4596.7,4592.47,4081.13,3985.24,3654.52,3505.4,3601.13,3507.81,1717.99,2167.73,2458.96,2629.61,2233.45,2339.14,2218.31,2734.55,2344.54,2402.94,2382.23,2277.35,2435.66,3237.05,2622.91,2600.01,2991.38,3968.01,670.34,4704.48,1246.24,1012.66,1175.71,1892.88,1594.92,1538.43,1450.57,1353.9,2010.5,1936.23,1831.58,5046.51,3582.45,3379.33,3494.47,919.12,201.53,314.43,633.99,719.16,3772.16,5401.94,3762.59
3133,10253.79,6361.75,6882.0,1287.83,1202.91,0.0,343.31,888.98,969.15,798.06,715.55,590.92,360.28,1274.86,938.62,608.07,632.56,842.56,698.77,795.42,882.6,4950.2,4945.97,4434.63,4338.74,4008.02,3858.9,3954.63,3861.31,2071.5,2521.23,2812.46,2983.11,2586.96,2692.64,2571.81,3088.05,2698.04,2756.44,2735.73,2630.86,2789.16,3590.56,2976.41,2953.51,3344.88,4321.51,748.15,4372.33,1599.75,1366.16,1529.21,2246.38,1948.42,1891.93,1804.07,1707.4,2364.0,2289.73,2185.08,5400.01,3935.95,3732.84,3847.97,996.93,1003.85,1540.95,128.86,214.03,4125.66,5755.44,4116.1
3134,10023.72,6250.32,6770.57,1176.4,1091.48,289.76,0.0,545.68,625.84,454.76,372.24,247.61,515.97,1044.79,1011.83,467.06,402.49,998.25,621.18,951.11,771.17,4838.76,4834.53,4323.2,4227.31,3896.58,3747.47,3843.19,3749.87,1960.06,2409.79,2701.02,2871.67,2475.52,2581.21,2460.37,2976.61,2586.6,2645.01,2624.3,2519.42,2677.73,3479.12,2864.97,2842.07,3233.45,4210.07,636.71,4142.26,1488.31,1254.72,1417.77,2134.94,1836.99,1780.49,1692.64,1595.97,2252.56,2178.29,2073.64,5288.57,3824.52,3621.4,3736.53,885.49,1293.01,1429.51,418.51,503.68,4014.23,5644.0,4004.66
3135,10584.81,6811.41,7331.66,1737.49,1652.57,850.85,561.09,0.0,80.17,309.03,394.29,516.17,1077.06,1605.89,1572.93,1028.15,963.58,1559.35,1182.27,1512.21,1332.26,5399.86,5395.63,4884.29,4788.4,4457.68,4308.56,4404.29,4310.97,2521.15,2970.89,3262.12,3432.77,3036.61,3142.3,3021.47,3537.71,3147.7,3206.1,3185.39,3080.51,3238.82,4040.21,3426.07,3403.17,3794.54,4771.17,1197.81,4703.35,2049.4,1815.82,1978.87,2696.04,2398.08,2341.59,2253.73,2157.06,2813.66,2739.39,2634.74,5849.67,4385.61,4182.5,4297.63,1446.59,1854.1,1990.61,979.6,1064.77,4575.32,6205.1,4565.75
3136,10664.98,6891.58,7411.83,1817.66,1732.74,931.02,641.26,80.17,0.0,228.86,314.12,436.01,1157.23,1686.06,1653.1,1108.32,1043.75,1639.51,1262.44,1592.38,1412.43,5480.02,5475.79,4964.46,4868.57,4537.85,4388.73,4484.45,4391.14,2601.32,3051.06,3342.29,3512.94,3116.78,3222.47,3101.64,3617.88,3227.87,3286.27,3265.56,3160.68,3318.99,4120.38,3506.24,3483.34,3874.71,4851.34,1277.97,4783.52,2129.57,1895.99,2059.04,2776.21,2478.25,2421.75,2333.9,2237.23,2893.82,2819.56,2714.9,5929.84,4465.78,4262.66,4377.8,1526.76,1934.27,2070.78,1059.77,1144.94,4655.49,6285.27,4645.92
