id,lat,lon
0,38.737235,-9.387461
1,38.74494,-9.327972
1128,38.713500977,-9.387160301
3173,38.684898376,-9.342430115
3174,38.686401367,-9.34414959
3175,38.684700012,-9.345290184
3176,38.682598114,-9.342980385
3196,38.685901642,-9.349040031
3197,38.68529892,-9.347310066
3198,38.683799744,-9.345609665
3561,38.68629837,-9.347279549
3764,38.700901031,-9.374910355
3765,38.699798584,-9.377550125
3801,38.707199097,-9.3875103
3804,38.708301544,-9.390740395
3805,38.712799072,-9.390049934
3807,38.709400177,-9.386650085
3808,38.708000183,-9.386839867
3809,38.705699921,-9.386719704
3816,38.698001862,-9.373900414
3818,38.701000214,-9.383509636
3819,38.701900482,-9.38383007
3820,38.701900482,-9.385080338
3821,38.702598572,-9.379879951
3827,38.702800751,-9.375100136
3830,38.711898804,-9.385640144
3836,38.702201843,-9.378450394
3843,38.701000214,-9.385029793
3853,38.701599121,-9.380029678
3854,38.700801849,-9.380439758
3855,38.69960022,-9.381739616
3856,38.700901031,-9.381540298
3857,38.699699402,-9.380290031
3858,38.699100494,-9.381349564
3859,38.700298309,-9.383299828
3860,38.7018013,-9.381239891
3861,38.701400757,-9.379380226
3866,38.706699371,-9.388469696
3868,38.705799103,-9.390449524
3869,38.702800751,-9.384730339
3876,38.706298828,-9.391119957
3880,38.709300995,-9.392210007
3883,38.711101532,-9.392990112
3885,38.698299408,-9.375760078
3886,38.697200775,-9.376170158
3887,38.696201324,-9.3729496
3888,38.697498322,-9.372059822
3889,38.697498322,-9.370329857
3890,38.697898865,-9.369389534
3892,38.70059967,-9.371350288
3893,38.698699951,-9.372850418
3904,38.691699982,-9.361450195
3905,38.692798615,-9.365269661
3906,38.694801331,-9.363249779
3907,38.696899414,-9.362130165
3919,38.685699463,-9.350370407
3938,38.697498322,-9.362850189
3939,38.696998596,-9.363329887
3940,38.696201324,-9.363840103
3941,38.695899963,-9.363240242
3942,38.694499969,-9.364879608
3943,38.694198608,-9.365679741
3944,38.695800781,-9.365010262
3945,38.697200775,-9.36493969
3946,38.697399139,-9.366140366
3947,38.697799683,-9.367360115
3948,38.696498871,-9.368450165
3949,38.695899963,-9.368530273
3950,38.695899963,-9.367139816
4052,38.69329834,-9.362660408
4235,38.698001862,-9.364520073
6395,38.701301575,-9.374509811
6509,38.704231262,-9.345474243
6514,38.70539856,-9.386819839
6533,38.704601288,-9.387339592
