id,lat,lon
0,38.737235,-9.387461
1,38.74494,-9.327972
3071,38.715400696,-9.427280426
3072,38.71680069,-9.427080154
3581,38.701301575,-9.429109573
3585,38.70470047,-9.432640076
3587,38.707099915,-9.430560112
3588,38.705898285,-9.429100037
3589,38.704299927,-9.428560257000001
3590,38.701900482,-9.424369812
3591,38.702400208,-9.42743969
3592,38.702999115,-9.430890083
3594,38.703601837,-9.434789658
3595,38.698299408,-9.435299873
3596,38.697498322,-9.437439919
3597,38.696498871,-9.441390038
3598,38.698299408,-9.440070152
3599,38.700199127,-9.440309525
3600,38.7018013,-9.439760208
3601,38.705001831,-9.440299988
3602,38.706199646,-9.441180229
3603,38.706001282,-9.442830086
3605,38.704101563,-9.442270279
3606,38.70880127,-9.440879822
3607,38.70759964,-9.44054985
3608,38.704101563,-9.439330101
3609,38.702999115,-9.438650131
3610,38.702301025,-9.438489914
3611,38.700401306,-9.438139915
3612,38.701999664,-9.436309814
3613,38.699901581,-9.43640995
3614,38.699199677,-9.437680244
3616,38.708099365,-9.43614006
3617,38.709999084,-9.434280396
3618,38.711601257,-9.435339928
3619,38.713298798,-9.432640076
3620,38.712100983,-9.430259705
3655,38.695800781,-9.441720009
3656,38.696300507,-9.443039894
3657,38.6977005,-9.444589615
3658,38.70059967,-9.445010185
3659,38.703201294,-9.445030212
3666,38.715400696,-9.435230255
3667,38.716701508,-9.432760239
3668,38.717601776,-9.431790352
3676,38.705898285,-9.430950165
3705,38.704299927,-9.436450005
3706,38.699401855,-9.438639641
3707,38.703300476,-9.432559967
3712,38.715198517,-9.437410355
3713,38.706600189,-9.430330276
3714,38.698001862,-9.442609787
3718,38.702701569,-9.429579735
3719,38.71269989,-9.439109802
3723,38.710700989,-9.437479973
3725,38.697898865,-9.446290016
3726,38.706100464,-9.434909821
3739,38.710700989,-9.433099747
3741,38.701000214,-9.441740036
3742,38.709899902,-9.441200256
3745,38.697200775,-9.438909531
3747,38.70249939,-9.432390213
3749,38.707000732,-9.440150261
3750,38.695701599,-9.443440437
6365,38.703998566,-9.429459572
6451,38.699180603,-9.442849159
6520,38.70274353,-9.443822861
6529,38.696846008,-9.43546772
6530,38.697299957,-9.435790062
6567,38.704498291,-9.435990334
